"Notes"	"State"	"State Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Indiana"	"18"	"NonCore (non-metro)"	"6"	"95-99 years"	"95-99"	192	Not Applicable	Not Applicable
	"Indiana"	"18"	"NonCore (non-metro)"	"6"	"100+ years"	"100+"	28	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medium Metro"	"3"	"< 1 year"	"1"	78	15416	506.0
	"Iowa"	"19"	"Medium Metro"	"3"	"1-4 years"	"1-4"	15	63929	Unreliable
	"Iowa"	"19"	"Medium Metro"	"3"	"10-14 years"	"10-14"	16	78792	Unreliable
	"Iowa"	"19"	"Medium Metro"	"3"	"15-19 years"	"15-19"	42	74326	56.5
	"Iowa"	"19"	"Medium Metro"	"3"	"20-24 years"	"20-24"	53	69691	76.0
	"Iowa"	"19"	"Medium Metro"	"3"	"25-29 years"	"25-29"	54	81122	66.6
	"Iowa"	"19"	"Medium Metro"	"3"	"30-34 years"	"30-34"	54	79692	67.8
	"Iowa"	"19"	"Medium Metro"	"3"	"35-39 years"	"35-39"	80	71854	111.3
	"Iowa"	"19"	"Medium Metro"	"3"	"40-44 years"	"40-44"	149	76971	193.6
	"Iowa"	"19"	"Medium Metro"	"3"	"45-49 years"	"45-49"	228	79838	285.6
	"Iowa"	"19"	"Medium Metro"	"3"	"50-54 years"	"50-54"	346	81548	424.3
	"Iowa"	"19"	"Medium Metro"	"3"	"55-59 years"	"55-59"	419	73305	571.6
	"Iowa"	"19"	"Medium Metro"	"3"	"60-64 years "	"60-64"	605	63175	957.7
	"Iowa"	"19"	"Medium Metro"	"3"	"65-69 years"	"65-69"	664	42609	1558.4
	"Iowa"	"19"	"Medium Metro"	"3"	"70-74 years"	"70-74"	798	32390	2463.7
	"Iowa"	"19"	"Medium Metro"	"3"	"75-79 years"	"75-79"	969	25315	3827.8
	"Iowa"	"19"	"Medium Metro"	"3"	"80-84 years"	"80-84"	1226	19987	6134.0
	"Iowa"	"19"	"Medium Metro"	"3"	"85-89 years"	"85-89"	1375	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medium Metro"	"3"	"90-94 years"	"90-94"	1091	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medium Metro"	"3"	"95-99 years"	"95-99"	444	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medium Metro"	"3"	"100+ years"	"100+"	90	Not Applicable	Not Applicable
	"Iowa"	"19"	"Small Metro"	"4"	"< 1 year"	"1"	30	8009	374.6
	"Iowa"	"19"	"Small Metro"	"4"	"15-19 years"	"15-19"	11	51927	Unreliable
	"Iowa"	"19"	"Small Metro"	"4"	"20-24 years"	"20-24"	24	76852	31.2
	"Iowa"	"19"	"Small Metro"	"4"	"25-29 years"	"25-29"	21	45405	46.3
	"Iowa"	"19"	"Small Metro"	"4"	"30-34 years"	"30-34"	32	40216	79.6
	"Iowa"	"19"	"Small Metro"	"4"	"35-39 years"	"35-39"	31	33773	91.8
	"Iowa"	"19"	"Small Metro"	"4"	"40-44 years"	"40-44"	47	35720	131.6
	"Iowa"	"19"	"Small Metro"	"4"	"45-49 years"	"45-49"	101	38145	264.8
	"Iowa"	"19"	"Small Metro"	"4"	"50-54 years"	"50-54"	163	41300	394.7
	"Iowa"	"19"	"Small Metro"	"4"	"55-59 years"	"55-59"	212	40095	528.7
	"Iowa"	"19"	"Small Metro"	"4"	"60-64 years "	"60-64"	289	33956	851.1
	"Iowa"	"19"	"Small Metro"	"4"	"65-69 years"	"65-69"	286	23017	1242.6
	"Iowa"	"19"	"Small Metro"	"4"	"70-74 years"	"70-74"	424	18215	2327.8
	"Iowa"	"19"	"Small Metro"	"4"	"75-79 years"	"75-79"	483	14589	3310.7
	"Iowa"	"19"	"Small Metro"	"4"	"80-84 years"	"80-84"	727	12373	5875.7
	"Iowa"	"19"	"Small Metro"	"4"	"85-89 years"	"85-89"	822	Not Applicable	Not Applicable
	"Iowa"	"19"	"Small Metro"	"4"	"90-94 years"	"90-94"	639	Not Applicable	Not Applicable
	"Iowa"	"19"	"Small Metro"	"4"	"95-99 years"	"95-99"	293	Not Applicable	Not Applicable
	"Iowa"	"19"	"Small Metro"	"4"	"100+ years"	"100+"	67	Not Applicable	Not Applicable
	"Iowa"	"19"	"Micropolitan (non-metro)"	"5"	"< 1 year"	"1"	28	5949	470.7
	"Iowa"	"19"	"Micropolitan (non-metro)"	"5"	"15-19 years"	"15-19"	26	33300	78.1
	"Iowa"	"19"	"Micropolitan (non-metro)"	"5"	"20-24 years"	"20-24"	17	29221	Unreliable
	"Iowa"	"19"	"Micropolitan (non-metro)"	"5"	"25-29 years"	"25-29"	22	29287	75.1
	"Iowa"	"19"	"Micropolitan (non-metro)"	"5"	"30-34 years"	"30-34"	41	29044	141.2
	"Iowa"	"19"	"Micropolitan (non-metro)"	"5"	"35-39 years"	"35-39"	46	26496	173.6
	"Iowa"	"19"	"Micropolitan (non-metro)"	"5"	"40-44 years"	"40-44"	75	29692	252.6
	"Iowa"	"19"	"Micropolitan (non-metro)"	"5"	"45-49 years"	"45-49"	123	34173	359.9
	"Iowa"	"19"	"Micropolitan (non-metro)"	"5"	"50-54 years"	"50-54"	188	38933	482.9
	"Iowa"	"19"	"Micropolitan (non-metro)"	"5"	"55-59 years"	"55-59"	252	37211	677.2
	"Iowa"	"19"	"Micropolitan (non-metro)"	"5"	"60-64 years "	"60-64"	343	32620	1051.5
	"Iowa"	"19"	"Micropolitan (non-metro)"	"5"	"65-69 years"	"65-69"	357	22753	1569.0
	"Iowa"	"19"	"Micropolitan (non-metro)"	"5"	"70-74 years"	"70-74"	418	18439	2266.9
	"Iowa"	"19"	"Micropolitan (non-metro)"	"5"	"75-79 years"	"75-79"	615	15058	4084.2
	"Iowa"	"19"	"Micropolitan (non-metro)"	"5"	"80-84 years"	"80-84"	809	12905	6268.9
	"Iowa"	"19"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	946	Not Applicable	Not Applicable
	"Iowa"	"19"	"Micropolitan (non-metro)"	"5"	"90-94 years"	"90-94"	776	Not Applicable	Not Applicable
	"Iowa"	"19"	"Micropolitan (non-metro)"	"5"	"95-99 years"	"95-99"	325	Not Applicable	Not Applicable
	"Iowa"	"19"	"Micropolitan (non-metro)"	"5"	"100+ years"	"100+"	77	Not Applicable	Not Applicable
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"< 1 year"	"1"	45	8991	500.5
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"1-4 years"	"1-4"	10	40096	Unreliable
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"5-9 years"	"5-9"	13	51237	Unreliable
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"15-19 years"	"15-19"	38	56281	67.5
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"20-24 years"	"20-24"	38	41589	91.4
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"25-29 years"	"25-29"	32	41058	77.9
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"30-34 years"	"30-34"	56	42414	132.0
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"35-39 years"	"35-39"	62	40402	153.5
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"40-44 years"	"40-44"	81	45307	178.8
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"45-49 years"	"45-49"	162	55286	293.0
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"50-54 years"	"50-54"	286	62826	455.2
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"55-59 years"	"55-59"	356	58706	606.4
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"60-64 years "	"60-64"	484	49981	968.4
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"65-69 years"	"65-69"	524	38130	1374.2
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"70-74 years"	"70-74"	777	32797	2369.1
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"75-79 years"	"75-79"	974	28347	3436.0
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"80-84 years"	"80-84"	1364	24156	5646.6
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"85-89 years"	"85-89"	1639	Not Applicable	Not Applicable
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"90-94 years"	"90-94"	1404	Not Applicable	Not Applicable
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"95-99 years"	"95-99"	658	Not Applicable	Not Applicable
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"100+ years"	"100+"	151	Not Applicable	Not Applicable
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"< 1 year"	"1"	60	11529	520.4
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"15-19 years"	"15-19"	24	54609	43.9
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"20-24 years"	"20-24"	52	44064	118.0
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"25-29 years"	"25-29"	40	59322	67.4
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"30-34 years"	"30-34"	55	60266	91.3
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"35-39 years"	"35-39"	51	56590	90.1
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"40-44 years"	"40-44"	89	57929	153.6
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"45-49 years"	"45-49"	132	60822	217.0
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"50-54 years"	"50-54"	231	60864	379.5
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"55-59 years"	"55-59"	311	53618	580.0
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"60-64 years "	"60-64"	421	45654	922.2
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"65-69 years"	"65-69"	402	29666	1355.1
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"70-74 years"	"70-74"	437	20958	2085.1
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"75-79 years"	"75-79"	556	15896	3497.7
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"80-84 years"	"80-84"	804	13218	6082.6
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	968	Not Applicable	Not Applicable
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"90-94 years"	"90-94"	723	Not Applicable	Not Applicable
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"95-99 years"	"95-99"	269	Not Applicable	Not Applicable
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"100+ years"	"100+"	68	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medium Metro"	"3"	"< 1 year"	"1"	62	9562	648.4
	"Kansas"	"20"	"Medium Metro"	"3"	"1-4 years"	"1-4"	10	38258	Unreliable
	"Kansas"	"20"	"Medium Metro"	"3"	"5-9 years"	"5-9"	10	46765	Unreliable
	"Kansas"	"20"	"Medium Metro"	"3"	"15-19 years"	"15-19"	21	44477	47.2
	"Kansas"	"20"	"Medium Metro"	"3"	"20-24 years"	"20-24"	30	42103	71.3
	"Kansas"	"20"	"Medium Metro"	"3"	"25-29 years"	"25-29"	37	45020	82.2
	"Kansas"	"20"	"Medium Metro"	"3"	"30-34 years"	"30-34"	52	41258	126.0
	"Kansas"	"20"	"Medium Metro"	"3"	"35-39 years"	"35-39"	57	37762	150.9
	"Kansas"	"20"	"Medium Metro"	"3"	"40-44 years"	"40-44"	74	38709	191.2
	"Kansas"	"20"	"Medium Metro"	"3"	"45-49 years"	"45-49"	176	42401	415.1
	"Kansas"	"20"	"Medium Metro"	"3"	"50-54 years"	"50-54"	236	46430	508.3
	"Kansas"	"20"	"Medium Metro"	"3"	"55-59 years"	"55-59"	335	41583	805.6
	"Kansas"	"20"	"Medium Metro"	"3"	"60-64 years "	"60-64"	389	33801	1150.9
	"Kansas"	"20"	"Medium Metro"	"3"	"65-69 years"	"65-69"	377	22847	1650.1
	"Kansas"	"20"	"Medium Metro"	"3"	"70-74 years"	"70-74"	404	17175	2352.3
	"Kansas"	"20"	"Medium Metro"	"3"	"75-79 years"	"75-79"	594	14684	4045.2
	"Kansas"	"20"	"Medium Metro"	"3"	"80-84 years"	"80-84"	739	11579	6382.2
	"Kansas"	"20"	"Medium Metro"	"3"	"85-89 years"	"85-89"	855	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medium Metro"	"3"	"90-94 years"	"90-94"	621	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medium Metro"	"3"	"95-99 years"	"95-99"	231	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medium Metro"	"3"	"100+ years"	"100+"	61	Not Applicable	Not Applicable
	"Kansas"	"20"	"Small Metro"	"4"	"< 1 year"	"1"	27	5802	465.4
	"Kansas"	"20"	"Small Metro"	"4"	"15-19 years"	"15-19"	12	36245	Unreliable
	"Kansas"	"20"	"Small Metro"	"4"	"20-24 years"	"20-24"	31	55876	55.5
	"Kansas"	"20"	"Small Metro"	"4"	"25-29 years"	"25-29"	29	34171	84.9
	"Kansas"	"20"	"Small Metro"	"4"	"30-34 years"	"30-34"	30	29055	103.3
	"Kansas"	"20"	"Small Metro"	"4"	"35-39 years"	"35-39"	34	23831	142.7
	"Kansas"	"20"	"Small Metro"	"4"	"40-44 years"	"40-44"	63	24520	256.9
	"Kansas"	"20"	"Small Metro"	"4"	"45-49 years"	"45-49"	81	26832	301.9
	"Kansas"	"20"	"Small Metro"	"4"	"50-54 years"	"50-54"	149	29082	512.3
	"Kansas"	"20"	"Small Metro"	"4"	"55-59 years"	"55-59"	196	27604	710.0
	"Kansas"	"20"	"Small Metro"	"4"	"60-64 years "	"60-64"	237	23964	989.0
	"Kansas"	"20"	"Small Metro"	"4"	"65-69 years"	"65-69"	235	16421	1431.1
	"Kansas"	"20"	"Small Metro"	"4"	"70-74 years"	"70-74"	288	12203	2360.1
	"Kansas"	"20"	"Small Metro"	"4"	"75-79 years"	"75-79"	342	9792	3492.6
	"Kansas"	"20"	"Small Metro"	"4"	"80-84 years"	"80-84"	516	7830	6590.0
	"Kansas"	"20"	"Small Metro"	"4"	"85-89 years"	"85-89"	505	Not Applicable	Not Applicable
	"Kansas"	"20"	"Small Metro"	"4"	"90-94 years"	"90-94"	398	Not Applicable	Not Applicable
	"Kansas"	"20"	"Small Metro"	"4"	"95-99 years"	"95-99"	165	Not Applicable	Not Applicable
	"Kansas"	"20"	"Small Metro"	"4"	"100+ years"	"100+"	45	Not Applicable	Not Applicable
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"< 1 year"	"1"	63	8365	753.1
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"1-4 years"	"1-4"	16	33331	Unreliable
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"15-19 years"	"15-19"	27	41487	65.1
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"20-24 years"	"20-24"	42	45726	91.9
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"25-29 years"	"25-29"	56	37566	149.1
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"30-34 years"	"30-34"	56	33698	166.2
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"35-39 years"	"35-39"	44	29964	146.8
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"40-44 years"	"40-44"	80	31828	251.4
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"45-49 years"	"45-49"	142	35649	398.3
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"50-54 years"	"50-54"	205	38156	537.3
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"55-59 years"	"55-59"	264	34833	757.9
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"60-64 years "	"60-64"	341	29600	1152.0
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"65-69 years"	"65-69"	374	21622	1729.7
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"70-74 years"	"70-74"	427	17244	2476.2
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"75-79 years"	"75-79"	557	14063	3960.7
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"80-84 years"	"80-84"	755	11853	6369.7
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	910	Not Applicable	Not Applicable
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"90-94 years"	"90-94"	643	Not Applicable	Not Applicable
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"95-99 years"	"95-99"	338	Not Applicable	Not Applicable
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"100+ years"	"100+"	66	Not Applicable	Not Applicable
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"< 1 year"	"1"	35	4734	739.3
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"15-19 years"	"15-19"	19	27684	Unreliable
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"20-24 years"	"20-24"	39	19726	197.7
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"25-29 years"	"25-29"	22	21299	103.3
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"30-34 years"	"30-34"	33	21457	153.8
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"35-39 years"	"35-39"	50	20264	246.7
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"40-44 years"	"40-44"	71	21897	324.2
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"45-49 years"	"45-49"	117	27308	428.4
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"50-54 years"	"50-54"	158	31358	503.9
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"55-59 years"	"55-59"	190	29646	640.9
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"60-64 years "	"60-64"	281	25849	1087.1
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"65-69 years"	"65-69"	347	20111	1725.4
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"70-74 years"	"70-74"	440	17013	2586.3
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"75-79 years"	"75-79"	552	14750	3742.4
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"80-84 years"	"80-84"	741	12330	6009.7
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"85-89 years"	"85-89"	933	Not Applicable	Not Applicable
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"90-94 years"	"90-94"	723	Not Applicable	Not Applicable
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"95-99 years"	"95-99"	355	Not Applicable	Not Applicable
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"100+ years"	"100+"	83	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Large Central Metro"	"1"	"< 1 year"	"1"	68	10198	666.8
	"Kentucky"	"21"	"Large Central Metro"	"1"	"1-4 years"	"1-4"	17	39032	Unreliable
	"Kentucky"	"21"	"Large Central Metro"	"1"	"15-19 years"	"15-19"	35	45837	76.4
	"Kentucky"	"21"	"Large Central Metro"	"1"	"20-24 years"	"20-24"	61	49909	122.2
	"Kentucky"	"21"	"Large Central Metro"	"1"	"25-29 years"	"25-29"	64	53960	118.6
	"Kentucky"	"21"	"Large Central Metro"	"1"	"30-34 years"	"30-34"	80	52047	153.7
	"Kentucky"	"21"	"Large Central Metro"	"1"	"35-39 years"	"35-39"	94	46881	200.5
	"Kentucky"	"21"	"Large Central Metro"	"1"	"40-44 years"	"40-44"	146	48354	301.9
	"Kentucky"	"21"	"Large Central Metro"	"1"	"45-49 years"	"45-49"	208	52692	394.7
	"Kentucky"	"21"	"Large Central Metro"	"1"	"50-54 years"	"50-54"	381	56492	674.4
	"Kentucky"	"21"	"Large Central Metro"	"1"	"55-59 years"	"55-59"	479	51307	933.6
	"Kentucky"	"21"	"Large Central Metro"	"1"	"60-64 years "	"60-64"	505	44660	1130.8
	"Kentucky"	"21"	"Large Central Metro"	"1"	"65-69 years"	"65-69"	495	29442	1681.3
	"Kentucky"	"21"	"Large Central Metro"	"1"	"70-74 years"	"70-74"	594	22758	2610.1
	"Kentucky"	"21"	"Large Central Metro"	"1"	"75-79 years"	"75-79"	750	18500	4054.1
	"Kentucky"	"21"	"Large Central Metro"	"1"	"80-84 years"	"80-84"	1081	15443	6999.9
	"Kentucky"	"21"	"Large Central Metro"	"1"	"85-89 years"	"85-89"	1095	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Large Central Metro"	"1"	"90-94 years"	"90-94"	725	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Large Central Metro"	"1"	"95-99 years"	"95-99"	236	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Large Central Metro"	"1"	"100+ years"	"100+"	67	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"< 1 year"	"1"	47	8524	551.4
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"1-4 years"	"1-4"	11	35044	Unreliable
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"15-19 years"	"15-19"	15	43829	Unreliable
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"20-24 years"	"20-24"	36	38412	93.7
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"25-29 years"	"25-29"	51	41641	122.5
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"30-34 years"	"30-34"	81	43850	184.7
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"35-39 years"	"35-39"	74	42769	173.0
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"40-44 years"	"40-44"	110	48225	228.1
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"45-49 years"	"45-49"	187	50159	372.8
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"50-54 years"	"50-54"	254	49998	508.0
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"55-59 years"	"55-59"	288	42791	673.0
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"60-64 years "	"60-64"	337	37556	897.3
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"65-69 years"	"65-69"	436	25532	1707.7
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"70-74 years"	"70-74"	525	18075	2904.6
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"75-79 years"	"75-79"	537	12729	4218.7
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"80-84 years"	"80-84"	617	9230	6684.7
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	675	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"90-94 years"	"90-94"	425	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"95-99 years"	"95-99"	140	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"100+ years"	"100+"	17	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medium Metro"	"3"	"< 1 year"	"1"	58	9430	615.1
	"Kentucky"	"21"	"Medium Metro"	"3"	"1-4 years"	"1-4"	11	37483	Unreliable
	"Kentucky"	"21"	"Medium Metro"	"3"	"15-19 years"	"15-19"	21	46817	44.9
	"Kentucky"	"21"	"Medium Metro"	"3"	"20-24 years"	"20-24"	45	58922	76.4
	"Kentucky"	"21"	"Medium Metro"	"3"	"25-29 years"	"25-29"	50	51366	97.3
	"Kentucky"	"21"	"Medium Metro"	"3"	"30-34 years"	"30-34"	59	49368	119.5
	"Kentucky"	"21"	"Medium Metro"	"3"	"35-39 years"	"35-39"	86	45679	188.3
	"Kentucky"	"21"	"Medium Metro"	"3"	"40-44 years"	"40-44"	100	46066	217.1
	"Kentucky"	"21"	"Medium Metro"	"3"	"45-49 years"	"45-49"	187	47454	394.1
	"Kentucky"	"21"	"Medium Metro"	"3"	"50-54 years"	"50-54"	269	48462	555.1
	"Kentucky"	"21"	"Medium Metro"	"3"	"55-59 years"	"55-59"	337	44735	753.3
	"Kentucky"	"21"	"Medium Metro"	"3"	"60-64 years "	"60-64"	427	39119	1091.5
	"Kentucky"	"21"	"Medium Metro"	"3"	"65-69 years"	"65-69"	511	27204	1878.4
	"Kentucky"	"21"	"Medium Metro"	"3"	"70-74 years"	"70-74"	563	20752	2713.0
	"Kentucky"	"21"	"Medium Metro"	"3"	"75-79 years"	"75-79"	666	15472	4304.6
	"Kentucky"	"21"	"Medium Metro"	"3"	"80-84 years"	"80-84"	777	11612	6691.4
	"Kentucky"	"21"	"Medium Metro"	"3"	"85-89 years"	"85-89"	843	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medium Metro"	"3"	"90-94 years"	"90-94"	546	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medium Metro"	"3"	"95-99 years"	"95-99"	197	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medium Metro"	"3"	"100+ years"	"100+"	38	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Small Metro"	"4"	"< 1 year"	"1"	25	5606	446.0
	"Kentucky"	"21"	"Small Metro"	"4"	"1-4 years"	"1-4"	12	22978	Unreliable
	"Kentucky"	"21"	"Small Metro"	"4"	"20-24 years"	"20-24"	24	33619	71.4
	"Kentucky"	"21"	"Small Metro"	"4"	"25-29 years"	"25-29"	29	28398	102.1
	"Kentucky"	"21"	"Small Metro"	"4"	"30-34 years"	"30-34"	44	27596	159.4
	"Kentucky"	"21"	"Small Metro"	"4"	"35-39 years"	"35-39"	37	26498	139.6
	"Kentucky"	"21"	"Small Metro"	"4"	"40-44 years"	"40-44"	55	27531	199.8
	"Kentucky"	"21"	"Small Metro"	"4"	"45-49 years"	"45-49"	114	30577	372.8
	"Kentucky"	"21"	"Small Metro"	"4"	"50-54 years"	"50-54"	202	30610	659.9
	"Kentucky"	"21"	"Small Metro"	"4"	"55-59 years"	"55-59"	231	27311	845.8
	"Kentucky"	"21"	"Small Metro"	"4"	"60-64 years "	"60-64"	278	23830	1166.6
	"Kentucky"	"21"	"Small Metro"	"4"	"65-69 years"	"65-69"	336	17340	1937.7
	"Kentucky"	"21"	"Small Metro"	"4"	"70-74 years"	"70-74"	358	13311	2689.5
	"Kentucky"	"21"	"Small Metro"	"4"	"75-79 years"	"75-79"	427	10005	4267.9
	"Kentucky"	"21"	"Small Metro"	"4"	"80-84 years"	"80-84"	520	7217	7205.2
	"Kentucky"	"21"	"Small Metro"	"4"	"85-89 years"	"85-89"	502	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Small Metro"	"4"	"90-94 years"	"90-94"	386	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Small Metro"	"4"	"95-99 years"	"95-99"	124	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Small Metro"	"4"	"100+ years"	"100+"	23	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"< 1 year"	"1"	68	10193	667.1
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"1-4 years"	"1-4"	18	41480	Unreliable
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"15-19 years"	"15-19"	22	57236	38.4
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"20-24 years"	"20-24"	50	59512	84.0
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"25-29 years"	"25-29"	62	49320	125.7
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"30-34 years"	"30-34"	105	51627	203.4
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"35-39 years"	"35-39"	133	51619	257.7
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"40-44 years"	"40-44"	172	55970	307.3
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"45-49 years"	"45-49"	318	60234	527.9
