"Notes"	"County"	"County Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Floyd County, IN"	"18043"	"< 1 year"	"1"	Suppressed	922	Suppressed
	"Fountain County, IN"	"18045"	"< 1 year"	"1"	Suppressed	208	Suppressed
	"Franklin County, IN"	"18047"	"< 1 year"	"1"	Suppressed	243	Suppressed
	"Fulton County, IN"	"18049"	"< 1 year"	"1"	Suppressed	268	Suppressed
	"Gibson County, IN"	"18051"	"< 1 year"	"1"	Suppressed	423	Suppressed
	"Grant County, IN"	"18053"	"< 1 year"	"1"	11	764	1439.8 (Unreliable)
	"Greene County, IN"	"18055"	"< 1 year"	"1"	Suppressed	326	Suppressed
	"Hamilton County, IN"	"18057"	"< 1 year"	"1"	19	4068	467.1 (Unreliable)
	"Hancock County, IN"	"18059"	"< 1 year"	"1"	Suppressed	755	Suppressed
	"Harrison County, IN"	"18061"	"< 1 year"	"1"	Suppressed	402	Suppressed
	"Hendricks County, IN"	"18063"	"< 1 year"	"1"	Suppressed	1814	Suppressed
	"Henry County, IN"	"18065"	"< 1 year"	"1"	Suppressed	502	Suppressed
	"Howard County, IN"	"18067"	"< 1 year"	"1"	Suppressed	965	Suppressed
	"Huntington County, IN"	"18069"	"< 1 year"	"1"	Suppressed	423	Suppressed
	"Jackson County, IN"	"18071"	"< 1 year"	"1"	Suppressed	607	Suppressed
	"Jasper County, IN"	"18073"	"< 1 year"	"1"	Suppressed	344	Suppressed
	"Jay County, IN"	"18075"	"< 1 year"	"1"	Suppressed	316	Suppressed
	"Jefferson County, IN"	"18077"	"< 1 year"	"1"	Suppressed	355	Suppressed
	"Jennings County, IN"	"18079"	"< 1 year"	"1"	Suppressed	339	Suppressed
	"Johnson County, IN"	"18081"	"< 1 year"	"1"	Suppressed	1891	Suppressed
	"Knox County, IN"	"18083"	"< 1 year"	"1"	Suppressed	498	Suppressed
	"Kosciusko County, IN"	"18085"	"< 1 year"	"1"	Suppressed	1056	Suppressed
	"Lagrange County, IN"	"18087"	"< 1 year"	"1"	Suppressed	756	Suppressed
	"Lake County, IN"	"18089"	"< 1 year"	"1"	47	6090	771.8
	"La Porte County, IN"	"18091"	"< 1 year"	"1"	10	1344	744.0 (Unreliable)
	"Lawrence County, IN"	"18093"	"< 1 year"	"1"	Suppressed	455	Suppressed
	"Madison County, IN"	"18095"	"< 1 year"	"1"	11	1432	768.2 (Unreliable)
	"Marion County, IN"	"18097"	"< 1 year"	"1"	121	14471	836.2
	"Marshall County, IN"	"18099"	"< 1 year"	"1"	Suppressed	544	Suppressed
	"Martin County, IN"	"18101"	"< 1 year"	"1"	Suppressed	146	Suppressed
	"Miami County, IN"	"18103"	"< 1 year"	"1"	Suppressed	400	Suppressed
	"Monroe County, IN"	"18105"	"< 1 year"	"1"	Suppressed	1319	Suppressed
	"Montgomery County, IN"	"18107"	"< 1 year"	"1"	Suppressed	432	Suppressed
	"Morgan County, IN"	"18109"	"< 1 year"	"1"	Suppressed	715	Suppressed
	"Newton County, IN"	"18111"	"< 1 year"	"1"	Suppressed	139	Suppressed
	"Noble County, IN"	"18113"	"< 1 year"	"1"	Suppressed	621	Suppressed
	"Ohio County, IN"	"18115"	"< 1 year"	"1"	Suppressed	59	Suppressed
	"Orange County, IN"	"18117"	"< 1 year"	"1"	Suppressed	244	Suppressed
	"Owen County, IN"	"18119"	"< 1 year"	"1"	Suppressed	236	Suppressed
	"Parke County, IN"	"18121"	"< 1 year"	"1"	Suppressed	194	Suppressed
	"Perry County, IN"	"18123"	"< 1 year"	"1"	Suppressed	168	Suppressed
	"Pike County, IN"	"18125"	"< 1 year"	"1"	Suppressed	152	Suppressed
	"Porter County, IN"	"18127"	"< 1 year"	"1"	10	1834	545.3 (Unreliable)
	"Posey County, IN"	"18129"	"< 1 year"	"1"	Suppressed	283	Suppressed
	"Pulaski County, IN"	"18131"	"< 1 year"	"1"	Suppressed	139	Suppressed
	"Putnam County, IN"	"18133"	"< 1 year"	"1"	Suppressed	358	Suppressed
	"Randolph County, IN"	"18135"	"< 1 year"	"1"	Suppressed	301	Suppressed
	"Ripley County, IN"	"18137"	"< 1 year"	"1"	Suppressed	325	Suppressed
	"Rush County, IN"	"18139"	"< 1 year"	"1"	Suppressed	177	Suppressed
	"St. Joseph County, IN"	"18141"	"< 1 year"	"1"	34	3442	987.8
	"Scott County, IN"	"18143"	"< 1 year"	"1"	Suppressed	278	Suppressed
	"Shelby County, IN"	"18145"	"< 1 year"	"1"	Suppressed	514	Suppressed
	"Spencer County, IN"	"18147"	"< 1 year"	"1"	Suppressed	218	Suppressed
	"Starke County, IN"	"18149"	"< 1 year"	"1"	Suppressed	252	Suppressed
	"Steuben County, IN"	"18151"	"< 1 year"	"1"	Suppressed	386	Suppressed
	"Sullivan County, IN"	"18153"	"< 1 year"	"1"	Suppressed	243	Suppressed
	"Switzerland County, IN"	"18155"	"< 1 year"	"1"	Suppressed	138	Suppressed
	"Tippecanoe County, IN"	"18157"	"< 1 year"	"1"	21	2220	945.9
	"Tipton County, IN"	"18159"	"< 1 year"	"1"	Suppressed	170	Suppressed
	"Union County, IN"	"18161"	"< 1 year"	"1"	Suppressed	76	Suppressed
	"Vanderburgh County, IN"	"18163"	"< 1 year"	"1"	21	2255	931.3
	"Vermillion County, IN"	"18165"	"< 1 year"	"1"	Suppressed	157	Suppressed
	"Vigo County, IN"	"18167"	"< 1 year"	"1"	14	1332	1051.1 (Unreliable)
	"Wabash County, IN"	"18169"	"< 1 year"	"1"	Suppressed	334	Suppressed
	"Warren County, IN"	"18171"	"< 1 year"	"1"	Suppressed	87	Suppressed
	"Warrick County, IN"	"18173"	"< 1 year"	"1"	Suppressed	615	Suppressed
	"Washington County, IN"	"18175"	"< 1 year"	"1"	Suppressed	347	Suppressed
	"Wayne County, IN"	"18177"	"< 1 year"	"1"	Suppressed	730	Suppressed
	"Wells County, IN"	"18179"	"< 1 year"	"1"	Suppressed	341	Suppressed
	"White County, IN"	"18181"	"< 1 year"	"1"	Suppressed	288	Suppressed
	"Whitley County, IN"	"18183"	"< 1 year"	"1"	Suppressed	409	Suppressed
	"Adair County, IA"	"19001"	"< 1 year"	"1"	Suppressed	72	Suppressed
	"Adams County, IA"	"19003"	"< 1 year"	"1"	Suppressed	52	Suppressed
	"Allamakee County, IA"	"19005"	"< 1 year"	"1"	Suppressed	174	Suppressed
	"Appanoose County, IA"	"19007"	"< 1 year"	"1"	Suppressed	153	Suppressed
	"Audubon County, IA"	"19009"	"< 1 year"	"1"	Suppressed	61	Suppressed
	"Benton County, IA"	"19011"	"< 1 year"	"1"	Suppressed	276	Suppressed
	"Black Hawk County, IA"	"19013"	"< 1 year"	"1"	12	1745	687.7 (Unreliable)
	"Boone County, IA"	"19015"	"< 1 year"	"1"	Suppressed	270	Suppressed
	"Bremer County, IA"	"19017"	"< 1 year"	"1"	Suppressed	261	Suppressed
	"Buchanan County, IA"	"19019"	"< 1 year"	"1"	Suppressed	289	Suppressed
	"Buena Vista County, IA"	"19021"	"< 1 year"	"1"	Suppressed	340	Suppressed
	"Butler County, IA"	"19023"	"< 1 year"	"1"	Suppressed	161	Suppressed
	"Calhoun County, IA"	"19025"	"< 1 year"	"1"	Suppressed	103	Suppressed
	"Carroll County, IA"	"19027"	"< 1 year"	"1"	Suppressed	272	Suppressed
	"Cass County, IA"	"19029"	"< 1 year"	"1"	Suppressed	140	Suppressed
	"Cedar County, IA"	"19031"	"< 1 year"	"1"	Suppressed	179	Suppressed
	"Cerro Gordo County, IA"	"19033"	"< 1 year"	"1"	Suppressed	498	Suppressed
	"Cherokee County, IA"	"19035"	"< 1 year"	"1"	Suppressed	145	Suppressed
	"Chickasaw County, IA"	"19037"	"< 1 year"	"1"	Suppressed	142	Suppressed
	"Clarke County, IA"	"19039"	"< 1 year"	"1"	Suppressed	120	Suppressed
	"Clay County, IA"	"19041"	"< 1 year"	"1"	Suppressed	192	Suppressed
	"Clayton County, IA"	"19043"	"< 1 year"	"1"	Suppressed	209	Suppressed
	"Clinton County, IA"	"19045"	"< 1 year"	"1"	Suppressed	537	Suppressed
	"Crawford County, IA"	"19047"	"< 1 year"	"1"	Suppressed	258	Suppressed
	"Dallas County, IA"	"19049"	"< 1 year"	"1"	Suppressed	1194	Suppressed
	"Davis County, IA"	"19051"	"< 1 year"	"1"	Suppressed	137	Suppressed
	"Decatur County, IA"	"19053"	"< 1 year"	"1"	Suppressed	108	Suppressed
	"Delaware County, IA"	"19055"	"< 1 year"	"1"	Suppressed	212	Suppressed
	"Des Moines County, IA"	"19057"	"< 1 year"	"1"	Suppressed	464	Suppressed
	"Dickinson County, IA"	"19059"	"< 1 year"	"1"	Suppressed	175	Suppressed
	"Dubuque County, IA"	"19061"	"< 1 year"	"1"	Suppressed	1298	Suppressed
	"Emmet County, IA"	"19063"	"< 1 year"	"1"	Suppressed	109	Suppressed
	"Fayette County, IA"	"19065"	"< 1 year"	"1"	Suppressed	192	Suppressed
	"Floyd County, IA"	"19067"	"< 1 year"	"1"	Suppressed	209	Suppressed
	"Franklin County, IA"	"19069"	"< 1 year"	"1"	Suppressed	133	Suppressed
	"Fremont County, IA"	"19071"	"< 1 year"	"1"	Suppressed	78	Suppressed
	"Greene County, IA"	"19073"	"< 1 year"	"1"	Suppressed	101	Suppressed
	"Grundy County, IA"	"19075"	"< 1 year"	"1"	Suppressed	123	Suppressed
	"Guthrie County, IA"	"19077"	"< 1 year"	"1"	Suppressed	109	Suppressed
	"Hamilton County, IA"	"19079"	"< 1 year"	"1"	Suppressed	213	Suppressed
	"Hancock County, IA"	"19081"	"< 1 year"	"1"	Suppressed	101	Suppressed
	"Hardin County, IA"	"19083"	"< 1 year"	"1"	Suppressed	184	Suppressed
	"Harrison County, IA"	"19085"	"< 1 year"	"1"	Suppressed	181	Suppressed
	"Henry County, IA"	"19087"	"< 1 year"	"1"	Suppressed	236	Suppressed
	"Howard County, IA"	"19089"	"< 1 year"	"1"	Suppressed	113	Suppressed
	"Humboldt County, IA"	"19091"	"< 1 year"	"1"	Suppressed	103	Suppressed
	"Ida County, IA"	"19093"	"< 1 year"	"1"	Suppressed	85	Suppressed
	"Iowa County, IA"	"19095"	"< 1 year"	"1"	Suppressed	192	Suppressed
	"Jackson County, IA"	"19097"	"< 1 year"	"1"	Suppressed	216	Suppressed
	"Jasper County, IA"	"19099"	"< 1 year"	"1"	Suppressed	416	Suppressed
	"Jefferson County, IA"	"19101"	"< 1 year"	"1"	Suppressed	151	Suppressed
	"Johnson County, IA"	"19103"	"< 1 year"	"1"	Suppressed	1834	Suppressed
	"Jones County, IA"	"19105"	"< 1 year"	"1"	Suppressed	225	Suppressed
	"Keokuk County, IA"	"19107"	"< 1 year"	"1"	Suppressed	128	Suppressed
	"Kossuth County, IA"	"19109"	"< 1 year"	"1"	Suppressed	146	Suppressed
	"Lee County, IA"	"19111"	"< 1 year"	"1"	Suppressed	427	Suppressed
	"Linn County, IA"	"19113"	"< 1 year"	"1"	14	2741	510.8 (Unreliable)
	"Louisa County, IA"	"19115"	"< 1 year"	"1"	Suppressed	141	Suppressed
	"Lucas County, IA"	"19117"	"< 1 year"	"1"	Suppressed	96	Suppressed
	"Lyon County, IA"	"19119"	"< 1 year"	"1"	Suppressed	173	Suppressed
	"Madison County, IA"	"19121"	"< 1 year"	"1"	Suppressed	161	Suppressed
	"Mahaska County, IA"	"19123"	"< 1 year"	"1"	Suppressed	269	Suppressed
	"Marion County, IA"	"19125"	"< 1 year"	"1"	Suppressed	381	Suppressed
	"Marshall County, IA"	"19127"	"< 1 year"	"1"	Suppressed	556	Suppressed
	"Mills County, IA"	"19129"	"< 1 year"	"1"	Suppressed	152	Suppressed
	"Mitchell County, IA"	"19131"	"< 1 year"	"1"	Suppressed	132	Suppressed
	"Monona County, IA"	"19133"	"< 1 year"	"1"	Suppressed	77	Suppressed
	"Monroe County, IA"	"19135"	"< 1 year"	"1"	Suppressed	87	Suppressed
	"Montgomery County, IA"	"19137"	"< 1 year"	"1"	Suppressed	115	Suppressed
	"Muscatine County, IA"	"19139"	"< 1 year"	"1"	Suppressed	579	Suppressed
	"O'Brien County, IA"	"19141"	"< 1 year"	"1"	Suppressed	164	Suppressed
	"Osceola County, IA"	"19143"	"< 1 year"	"1"	Suppressed	75	Suppressed
	"Page County, IA"	"19145"	"< 1 year"	"1"	Suppressed	173	Suppressed
	"Palo Alto County, IA"	"19147"	"< 1 year"	"1"	Suppressed	105	Suppressed
	"Plymouth County, IA"	"19149"	"< 1 year"	"1"	Suppressed	289	Suppressed
	"Pocahontas County, IA"	"19151"	"< 1 year"	"1"	Suppressed	79	Suppressed
	"Polk County, IA"	"19153"	"< 1 year"	"1"	39	6979	558.8
	"Pottawattamie County, IA"	"19155"	"< 1 year"	"1"	11	1207	911.4 (Unreliable)
	"Poweshiek County, IA"	"19157"	"< 1 year"	"1"	Suppressed	175	Suppressed
	"Ringgold County, IA"	"19159"	"< 1 year"	"1"	Suppressed	49	Suppressed
	"Sac County, IA"	"19161"	"< 1 year"	"1"	Suppressed	133	Suppressed
	"Scott County, IA"	"19163"	"< 1 year"	"1"	Suppressed	2305	Suppressed
	"Shelby County, IA"	"19165"	"< 1 year"	"1"	Suppressed	116	Suppressed
	"Sioux County, IA"	"19167"	"< 1 year"	"1"	Suppressed	517	Suppressed
	"Story County, IA"	"19169"	"< 1 year"	"1"	Suppressed	956	Suppressed
	"Tama County, IA"	"19171"	"< 1 year"	"1"	Suppressed	250	Suppressed
	"Taylor County, IA"	"19173"	"< 1 year"	"1"	Suppressed	74	Suppressed
	"Union County, IA"	"19175"	"< 1 year"	"1"	Suppressed	149	Suppressed
	"Van Buren County, IA"	"19177"	"< 1 year"	"1"	Suppressed	91	Suppressed
	"Wapello County, IA"	"19179"	"< 1 year"	"1"	Suppressed	441	Suppressed
	"Warren County, IA"	"19181"	"< 1 year"	"1"	Suppressed	536	Suppressed
	"Washington County, IA"	"19183"	"< 1 year"	"1"	Suppressed	309	Suppressed
	"Wayne County, IA"	"19185"	"< 1 year"	"1"	Suppressed	89	Suppressed
	"Webster County, IA"	"19187"	"< 1 year"	"1"	Suppressed	428	Suppressed
	"Winnebago County, IA"	"19189"	"< 1 year"	"1"	Suppressed	142	Suppressed
	"Winneshiek County, IA"	"19191"	"< 1 year"	"1"	Suppressed	174	Suppressed
	"Woodbury County, IA"	"19193"	"< 1 year"	"1"	Suppressed	1558	Suppressed
	"Worth County, IA"	"19195"	"< 1 year"	"1"	Suppressed	81	Suppressed
	"Wright County, IA"	"19197"	"< 1 year"	"1"	Suppressed	155	Suppressed
	"Allen County, KS"	"20001"	"< 1 year"	"1"	Suppressed	159	Suppressed
	"Anderson County, KS"	"20003"	"< 1 year"	"1"	Suppressed	98	Suppressed
	"Atchison County, KS"	"20005"	"< 1 year"	"1"	Suppressed	218	Suppressed
	"Barber County, KS"	"20007"	"< 1 year"	"1"	Suppressed	69	Suppressed
	"Barton County, KS"	"20009"	"< 1 year"	"1"	Suppressed	366	Suppressed
	"Bourbon County, KS"	"20011"	"< 1 year"	"1"	Suppressed	232	Suppressed
	"Brown County, KS"	"20013"	"< 1 year"	"1"	Suppressed	137	Suppressed
	"Butler County, KS"	"20015"	"< 1 year"	"1"	Suppressed	737	Suppressed
	"Chase County, KS"	"20017"	"< 1 year"	"1"	Suppressed	27	Suppressed
	"Chautauqua County, KS"	"20019"	"< 1 year"	"1"	Suppressed	36	Suppressed
	"Cherokee County, KS"	"20021"	"< 1 year"	"1"	Suppressed	239	Suppressed
	"Cheyenne County, KS"	"20023"	"< 1 year"	"1"	Suppressed	28	Suppressed
	"Clark County, KS"	"20025"	"< 1 year"	"1"	Suppressed	18	Suppressed
	"Clay County, KS"	"20027"	"< 1 year"	"1"	Suppressed	105	Suppressed
	"Cloud County, KS"	"20029"	"< 1 year"	"1"	Suppressed	94	Suppressed
	"Coffey County, KS"	"20031"	"< 1 year"	"1"	Suppressed	90	Suppressed
	"Comanche County, KS"	"20033"	"< 1 year"	"1"	Suppressed	22	Suppressed
	"Cowley County, KS"	"20035"	"< 1 year"	"1"	Suppressed	476	Suppressed
	"Crawford County, KS"	"20037"	"< 1 year"	"1"	Suppressed	535	Suppressed
	"Decatur County, KS"	"20039"	"< 1 year"	"1"	Suppressed	32	Suppressed
	"Dickinson County, KS"	"20041"	"< 1 year"	"1"	Suppressed	222	Suppressed
	"Doniphan County, KS"	"20043"	"< 1 year"	"1"	Suppressed	71	Suppressed
	"Douglas County, KS"	"20045"	"< 1 year"	"1"	Suppressed	1234	Suppressed
	"Edwards County, KS"	"20047"	"< 1 year"	"1"	Suppressed	29	Suppressed
	"Elk County, KS"	"20049"	"< 1 year"	"1"	Suppressed	37	Suppressed
	"Ellis County, KS"	"20051"	"< 1 year"	"1"	Suppressed	350	Suppressed
	"Ellsworth County, KS"	"20053"	"< 1 year"	"1"	Suppressed	49	Suppressed
	"Finney County, KS"	"20055"	"< 1 year"	"1"	Suppressed	686	Suppressed
	"Ford County, KS"	"20057"	"< 1 year"	"1"	Suppressed	674	Suppressed
	"Franklin County, KS"	"20059"	"< 1 year"	"1"	Suppressed	310	Suppressed
	"Geary County, KS"	"20061"	"< 1 year"	"1"	Suppressed	989	Suppressed
	"Gove County, KS"	"20063"	"< 1 year"	"1"	Suppressed	29	Suppressed
	"Graham County, KS"	"20065"	"< 1 year"	"1"	Suppressed	23	Suppressed
	"Grant County, KS"	"20067"	"< 1 year"	"1"	Suppressed	125	Suppressed
	"Gray County, KS"	"20069"	"< 1 year"	"1"	Suppressed	89	Suppressed
	"Greeley County, KS"	"20071"	"< 1 year"	"1"	Suppressed	25	Suppressed
	"Greenwood County, KS"	"20073"	"< 1 year"	"1"	Suppressed	75	Suppressed
	"Hamilton County, KS"	"20075"	"< 1 year"	"1"	Suppressed	45	Suppressed
	"Harper County, KS"	"20077"	"< 1 year"	"1"	Suppressed	84	Suppressed
	"Harvey County, KS"	"20079"	"< 1 year"	"1"	Suppressed	424	Suppressed
	"Haskell County, KS"	"20081"	"< 1 year"	"1"	Suppressed	57	Suppressed
	"Hodgeman County, KS"	"20083"	"< 1 year"	"1"	Suppressed	21	Suppressed
	"Jackson County, KS"	"20085"	"< 1 year"	"1"	Suppressed	154	Suppressed
	"Jefferson County, KS"	"20087"	"< 1 year"	"1"	Suppressed	203	Suppressed
	"Jewell County, KS"	"20089"	"< 1 year"	"1"	Suppressed	38	Suppressed
	"Johnson County, KS"	"20091"	"< 1 year"	"1"	36	7416	485.4
	"Kearny County, KS"	"20093"	"< 1 year"	"1"	Suppressed	67	Suppressed
	"Kingman County, KS"	"20095"	"< 1 year"	"1"	Suppressed	94	Suppressed
	"Kiowa County, KS"	"20097"	"< 1 year"	"1"	Suppressed	30	Suppressed
	"Labette County, KS"	"20099"	"< 1 year"	"1"	Suppressed	267	Suppressed
	"Lane County, KS"	"20101"	"< 1 year"	"1"	Suppressed	23	Suppressed
	"Leavenworth County, KS"	"20103"	"< 1 year"	"1"	Suppressed	950	Suppressed
	"Lincoln County, KS"	"20105"	"< 1 year"	"1"	Suppressed	27	Suppressed
	"Linn County, KS"	"20107"	"< 1 year"	"1"	Suppressed	111	Suppressed
	"Logan County, KS"	"20109"	"< 1 year"	"1"	Suppressed	37	Suppressed
	"Lyon County, KS"	"20111"	"< 1 year"	"1"	Suppressed	409	Suppressed
	"McPherson County, KS"	"20113"	"< 1 year"	"1"	Suppressed	315	Suppressed
	"Marion County, KS"	"20115"	"< 1 year"	"1"	Suppressed	121	Suppressed
	"Marshall County, KS"	"20117"	"< 1 year"	"1"	Suppressed	127	Suppressed
	"Meade County, KS"	"20119"	"< 1 year"	"1"	Suppressed	58	Suppressed
	"Miami County, KS"	"20121"	"< 1 year"	"1"	Suppressed	361	Suppressed
	"Mitchell County, KS"	"20123"	"< 1 year"	"1"	Suppressed	76	Suppressed
	"Montgomery County, KS"	"20125"	"< 1 year"	"1"	Suppressed	427	Suppressed
	"Morris County, KS"	"20127"	"< 1 year"	"1"	Suppressed	48	Suppressed
	"Morton County, KS"	"20129"	"< 1 year"	"1"	Suppressed	27	Suppressed
	"Nemaha County, KS"	"20131"	"< 1 year"	"1"	Suppressed	142	Suppressed
	"Neosho County, KS"	"20133"	"< 1 year"	"1"	Suppressed	218	Suppressed
	"Ness County, KS"	"20135"	"< 1 year"	"1"	Suppressed	33	Suppressed
	"Norton County, KS"	"20137"	"< 1 year"	"1"	Suppressed	54	Suppressed
	"Osage County, KS"	"20139"	"< 1 year"	"1"	Suppressed	170	Suppressed
	"Osborne County, KS"	"20141"	"< 1 year"	"1"	Suppressed	51	Suppressed
	"Ottawa County, KS"	"20143"	"< 1 year"	"1"	Suppressed	48	Suppressed
	"Pawnee County, KS"	"20145"	"< 1 year"	"1"	Suppressed	55	Suppressed
	"Phillips County, KS"	"20147"	"< 1 year"	"1"	Suppressed	67	Suppressed
	"Pottawatomie County, KS"	"20149"	"< 1 year"	"1"	Suppressed	356	Suppressed
	"Pratt County, KS"	"20151"	"< 1 year"	"1"	Suppressed	132	Suppressed
	"Rawlins County, KS"	"20153"	"< 1 year"	"1"	Suppressed	23	Suppressed
	"Reno County, KS"	"20155"	"< 1 year"	"1"	Suppressed	713	Suppressed
	"Republic County, KS"	"20157"	"< 1 year"	"1"	Suppressed	51	Suppressed
	"Rice County, KS"	"20159"	"< 1 year"	"1"	Suppressed	122	Suppressed
	"Riley County, KS"	"20161"	"< 1 year"	"1"	Suppressed	1079	Suppressed
	"Rooks County, KS"	"20163"	"< 1 year"	"1"	Suppressed	69	Suppressed
	"Rush County, KS"	"20165"	"< 1 year"	"1"	Suppressed	26	Suppressed
	"Russell County, KS"	"20167"	"< 1 year"	"1"	Suppressed	78	Suppressed
	"Saline County, KS"	"20169"	"< 1 year"	"1"	Suppressed	727	Suppressed
	"Scott County, KS"	"20171"	"< 1 year"	"1"	Suppressed	77	Suppressed
	"Sedgwick County, KS"	"20173"	"< 1 year"	"1"	43	7414	580.0
	"Seward County, KS"	"20175"	"< 1 year"	"1"	Suppressed	447	Suppressed
	"Shawnee County, KS"	"20177"	"< 1 year"	"1"	12	2382	503.8 (Unreliable)
	"Sheridan County, KS"	"20179"	"< 1 year"	"1"	Suppressed	27	Suppressed
	"Sherman County, KS"	"20181"	"< 1 year"	"1"	Suppressed	84	Suppressed
	"Smith County, KS"	"20183"	"< 1 year"	"1"	Suppressed	26	Suppressed
	"Stafford County, KS"	"20185"	"< 1 year"	"1"	Suppressed	54	Suppressed
	"Stanton County, KS"	"20187"	"< 1 year"	"1"	Suppressed	32	Suppressed
	"Stevens County, KS"	"20189"	"< 1 year"	"1"	Suppressed	76	Suppressed
	"Sumner County, KS"	"20191"	"< 1 year"	"1"	Suppressed	242	Suppressed
	"Thomas County, KS"	"20193"	"< 1 year"	"1"	Suppressed	130	Suppressed
	"Trego County, KS"	"20195"	"< 1 year"	"1"	Suppressed	28	Suppressed
	"Wabaunsee County, KS"	"20197"	"< 1 year"	"1"	Suppressed	83	Suppressed
	"Wallace County, KS"	"20199"	"< 1 year"	"1"	Suppressed	16	Suppressed
	"Washington County, KS"	"20201"	"< 1 year"	"1"	Suppressed	67	Suppressed
	"Wichita County, KS"	"20203"	"< 1 year"	"1"	Suppressed	28	Suppressed
	"Wilson County, KS"	"20205"	"< 1 year"	"1"	Suppressed	110	Suppressed
	"Woodson County, KS"	"20207"	"< 1 year"	"1"	Suppressed	33	Suppressed
	"Wyandotte County, KS"	"20209"	"< 1 year"	"1"	24	2651	905.3
	"Adair County, KY"	"21001"	"< 1 year"	"1"	Suppressed	216	Suppressed
	"Allen County, KY"	"21003"	"< 1 year"	"1"	Suppressed	262	Suppressed
	"Anderson County, KY"	"21005"	"< 1 year"	"1"	Suppressed	249	Suppressed
	"Ballard County, KY"	"21007"	"< 1 year"	"1"	Suppressed	77	Suppressed
	"Barren County, KY"	"21009"	"< 1 year"	"1"	Suppressed	573	Suppressed
	"Bath County, KY"	"21011"	"< 1 year"	"1"	Suppressed	162	Suppressed
	"Bell County, KY"	"21013"	"< 1 year"	"1"	Suppressed	320	Suppressed
	"Boone County, KY"	"21015"	"< 1 year"	"1"	Suppressed	1669	Suppressed
	"Bourbon County, KY"	"21017"	"< 1 year"	"1"	Suppressed	212	Suppressed
	"Boyd County, KY"	"21019"	"< 1 year"	"1"	Suppressed	620	Suppressed
	"Boyle County, KY"	"21021"	"< 1 year"	"1"	Suppressed	337	Suppressed
	"Bracken County, KY"	"21023"	"< 1 year"	"1"	Suppressed	104	Suppressed
	"Breathitt County, KY"	"21025"	"< 1 year"	"1"	Suppressed	173	Suppressed
	"Breckinridge County, KY"	"21027"	"< 1 year"	"1"	Suppressed	220	Suppressed
	"Bullitt County, KY"	"21029"	"< 1 year"	"1"	Suppressed	782	Suppressed
	"Butler County, KY"	"21031"	"< 1 year"	"1"	Suppressed	172	Suppressed
	"Caldwell County, KY"	"21033"	"< 1 year"	"1"	Suppressed	160	Suppressed
	"Calloway County, KY"	"21035"	"< 1 year"	"1"	Suppressed	406	Suppressed
	"Campbell County, KY"	"21037"	"< 1 year"	"1"	Suppressed	1133	Suppressed
	"Carlisle County, KY"	"21039"	"< 1 year"	"1"	Suppressed	70	Suppressed
	"Carroll County, KY"	"21041"	"< 1 year"	"1"	Suppressed	140	Suppressed
	"Carter County, KY"	"21043"	"< 1 year"	"1"	Suppressed	390	Suppressed
	"Casey County, KY"	"21045"	"< 1 year"	"1"	Suppressed	208	Suppressed
	"Christian County, KY"	"21047"	"< 1 year"	"1"	12	1438	834.5 (Unreliable)
	"Clark County, KY"	"21049"	"< 1 year"	"1"	Suppressed	379	Suppressed
	"Clay County, KY"	"21051"	"< 1 year"	"1"	Suppressed	291	Suppressed
	"Clinton County, KY"	"21053"	"< 1 year"	"1"	Suppressed	105	Suppressed
	"Crittenden County, KY"	"21055"	"< 1 year"	"1"	Suppressed	115	Suppressed
	"Cumberland County, KY"	"21057"	"< 1 year"	"1"	Suppressed	79	Suppressed
	"Daviess County, KY"	"21059"	"< 1 year"	"1"	Suppressed	1315	Suppressed
	"Edmonson County, KY"	"21061"	"< 1 year"	"1"	Suppressed	103	Suppressed
	"Elliott County, KY"	"21063"	"< 1 year"	"1"	Suppressed	66	Suppressed
	"Estill County, KY"	"21065"	"< 1 year"	"1"	Suppressed	150	Suppressed
	"Fayette County, KY"	"21067"	"< 1 year"	"1"	34	4087	831.9
	"Fleming County, KY"	"21069"	"< 1 year"	"1"	Suppressed	184	Suppressed
	"Floyd County, KY"	"21071"	"< 1 year"	"1"	Suppressed	464	Suppressed
	"Franklin County, KY"	"21073"	"< 1 year"	"1"	Suppressed	586	Suppressed
	"Fulton County, KY"	"21075"	"< 1 year"	"1"	Suppressed	79	Suppressed
	"Gallatin County, KY"	"21077"	"< 1 year"	"1"	Suppressed	102	Suppressed
	"Garrard County, KY"	"21079"	"< 1 year"	"1"	Suppressed	164	Suppressed
	"Grant County, KY"	"21081"	"< 1 year"	"1"	Suppressed	365	Suppressed
	"Graves County, KY"	"21083"	"< 1 year"	"1"	Suppressed	498	Suppressed
	"Grayson County, KY"	"21085"	"< 1 year"	"1"	Suppressed	322	Suppressed
	"Green County, KY"	"21087"	"< 1 year"	"1"	Suppressed	107	Suppressed
	"Greenup County, KY"	"21089"	"< 1 year"	"1"	Suppressed	426	Suppressed
	"Hancock County, KY"	"21091"	"< 1 year"	"1"	Suppressed	101	Suppressed
	"Hardin County, KY"	"21093"	"< 1 year"	"1"	Suppressed	1576	Suppressed
	"Harlan County, KY"	"21095"	"< 1 year"	"1"	Suppressed	374	Suppressed
	"Harrison County, KY"	"21097"	"< 1 year"	"1"	Suppressed	229	Suppressed
