"Notes"	"State"	"State Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Iowa"	"19"	"Micropolitan (non-metro)"	"5"	"75-79 years"	"75-79"	707	15819	4469.3
	"Iowa"	"19"	"Micropolitan (non-metro)"	"5"	"80-84 years"	"80-84"	895	13592	6584.8
	"Iowa"	"19"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	1002	Not Applicable	Not Applicable
	"Iowa"	"19"	"Micropolitan (non-metro)"	"5"	"90-94 years"	"90-94"	751	Not Applicable	Not Applicable
	"Iowa"	"19"	"Micropolitan (non-metro)"	"5"	"95-99 years"	"95-99"	320	Not Applicable	Not Applicable
	"Iowa"	"19"	"Micropolitan (non-metro)"	"5"	"100+ years"	"100+"	68	Not Applicable	Not Applicable
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"< 1 year"	"1"	44	10141	433.9
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"1-4 years"	"1-4"	15	39864	Unreliable
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"5-9 years"	"5-9"	10	51452	Unreliable
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"15-19 years"	"15-19"	26	58459	44.5
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"20-24 years"	"20-24"	45	42853	105.0
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"25-29 years"	"25-29"	42	39909	105.2
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"30-34 years"	"30-34"	52	40561	128.2
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"35-39 years"	"35-39"	56	43411	129.0
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"40-44 years"	"40-44"	89	49655	179.2
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"45-49 years"	"45-49"	184	61873	297.4
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"50-54 years"	"50-54"	248	61988	400.1
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"55-59 years"	"55-59"	313	54172	577.8
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"60-64 years "	"60-64"	423	44004	961.3
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"65-69 years"	"65-69"	596	37475	1590.4
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"70-74 years"	"70-74"	778	32921	2363.2
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"75-79 years"	"75-79"	997	29471	3383.0
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"80-84 years"	"80-84"	1496	25160	5945.9
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"85-89 years"	"85-89"	1796	Not Applicable	Not Applicable
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"90-94 years"	"90-94"	1426	Not Applicable	Not Applicable
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"95-99 years"	"95-99"	638	Not Applicable	Not Applicable
	"Iowa"	"19"	"NonCore (non-metro)"	"6"	"100+ years"	"100+"	170	Not Applicable	Not Applicable
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"< 1 year"	"1"	87	11646	747.0
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"15-19 years"	"15-19"	29	53490	54.2
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"20-24 years"	"20-24"	60	45459	132.0
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"25-29 years"	"25-29"	50	58170	86.0
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"30-34 years"	"30-34"	52	56352	92.3
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"35-39 years"	"35-39"	71	59031	120.3
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"40-44 years"	"40-44"	86	57996	148.3
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"45-49 years"	"45-49"	151	62687	240.9
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"50-54 years"	"50-54"	248	58396	424.7
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"55-59 years"	"55-59"	286	49538	577.3
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"60-64 years "	"60-64"	371	37660	985.1
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"65-69 years"	"65-69"	381	25719	1481.4
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"70-74 years"	"70-74"	462	18938	2439.5
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"75-79 years"	"75-79"	644	15956	4036.1
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"80-84 years"	"80-84"	833	13088	6364.6
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	865	Not Applicable	Not Applicable
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"90-94 years"	"90-94"	671	Not Applicable	Not Applicable
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"95-99 years"	"95-99"	269	Not Applicable	Not Applicable
	"Kansas"	"20"	"Large Fringe Metro"	"2"	"100+ years"	"100+"	64	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medium Metro"	"3"	"< 1 year"	"1"	65	9608	676.5
	"Kansas"	"20"	"Medium Metro"	"3"	"1-4 years"	"1-4"	23	36722	62.6
	"Kansas"	"20"	"Medium Metro"	"3"	"15-19 years"	"15-19"	24	45220	53.1
	"Kansas"	"20"	"Medium Metro"	"3"	"20-24 years"	"20-24"	42	41585	101.0
	"Kansas"	"20"	"Medium Metro"	"3"	"25-29 years"	"25-29"	46	42425	108.4
	"Kansas"	"20"	"Medium Metro"	"3"	"30-34 years"	"30-34"	40	38908	102.8
	"Kansas"	"20"	"Medium Metro"	"3"	"35-39 years"	"35-39"	58	39031	148.6
	"Kansas"	"20"	"Medium Metro"	"3"	"40-44 years"	"40-44"	85	39845	213.3
	"Kansas"	"20"	"Medium Metro"	"3"	"45-49 years"	"45-49"	179	46104	388.3
	"Kansas"	"20"	"Medium Metro"	"3"	"50-54 years"	"50-54"	229	45293	505.6
	"Kansas"	"20"	"Medium Metro"	"3"	"55-59 years"	"55-59"	269	37305	721.1
	"Kansas"	"20"	"Medium Metro"	"3"	"60-64 years "	"60-64"	336	28449	1181.1
	"Kansas"	"20"	"Medium Metro"	"3"	"65-69 years"	"65-69"	344	20406	1685.8
	"Kansas"	"20"	"Medium Metro"	"3"	"70-74 years"	"70-74"	473	16595	2850.3
	"Kansas"	"20"	"Medium Metro"	"3"	"75-79 years"	"75-79"	576	14839	3881.7
	"Kansas"	"20"	"Medium Metro"	"3"	"80-84 years"	"80-84"	705	11693	6029.2
	"Kansas"	"20"	"Medium Metro"	"3"	"85-89 years"	"85-89"	808	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medium Metro"	"3"	"90-94 years"	"90-94"	542	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medium Metro"	"3"	"95-99 years"	"95-99"	203	Not Applicable	Not Applicable
	"Kansas"	"20"	"Medium Metro"	"3"	"100+ years"	"100+"	47	Not Applicable	Not Applicable
	"Kansas"	"20"	"Small Metro"	"4"	"< 1 year"	"1"	43	5939	724.0
	"Kansas"	"20"	"Small Metro"	"4"	"15-19 years"	"15-19"	17	36297	Unreliable
	"Kansas"	"20"	"Small Metro"	"4"	"20-24 years"	"20-24"	29	54821	52.9
	"Kansas"	"20"	"Small Metro"	"4"	"25-29 years"	"25-29"	26	32521	79.9
	"Kansas"	"20"	"Small Metro"	"4"	"30-34 years"	"30-34"	26	25927	100.3
	"Kansas"	"20"	"Small Metro"	"4"	"35-39 years"	"35-39"	30	25049	119.8
	"Kansas"	"20"	"Small Metro"	"4"	"40-44 years"	"40-44"	63	25068	251.3
	"Kansas"	"20"	"Small Metro"	"4"	"45-49 years"	"45-49"	89	29114	305.7
	"Kansas"	"20"	"Small Metro"	"4"	"50-54 years"	"50-54"	133	29166	456.0
	"Kansas"	"20"	"Small Metro"	"4"	"55-59 years"	"55-59"	183	26168	699.3
	"Kansas"	"20"	"Small Metro"	"4"	"60-64 years "	"60-64"	195	20193	965.7
	"Kansas"	"20"	"Small Metro"	"4"	"65-69 years"	"65-69"	224	14957	1497.6
	"Kansas"	"20"	"Small Metro"	"4"	"70-74 years"	"70-74"	250	11489	2176.0
	"Kansas"	"20"	"Small Metro"	"4"	"75-79 years"	"75-79"	406	9700	4185.6
	"Kansas"	"20"	"Small Metro"	"4"	"80-84 years"	"80-84"	545	7970	6838.1
	"Kansas"	"20"	"Small Metro"	"4"	"85-89 years"	"85-89"	542	Not Applicable	Not Applicable
	"Kansas"	"20"	"Small Metro"	"4"	"90-94 years"	"90-94"	410	Not Applicable	Not Applicable
	"Kansas"	"20"	"Small Metro"	"4"	"95-99 years"	"95-99"	165	Not Applicable	Not Applicable
	"Kansas"	"20"	"Small Metro"	"4"	"100+ years"	"100+"	28	Not Applicable	Not Applicable
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"< 1 year"	"1"	65	8662	750.4
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"1-4 years"	"1-4"	20	31724	63.0
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"15-19 years"	"15-19"	20	42521	47.0
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"20-24 years"	"20-24"	53	44729	118.5
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"25-29 years"	"25-29"	30	35207	85.2
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"30-34 years"	"30-34"	31	31159	99.5
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"35-39 years"	"35-39"	43	31917	134.7
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"40-44 years"	"40-44"	77	33081	232.8
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"45-49 years"	"45-49"	148	38308	386.3
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"50-54 years"	"50-54"	188	37627	499.6
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"55-59 years"	"55-59"	217	32261	672.6
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"60-64 years "	"60-64"	306	26130	1171.1
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"65-69 years"	"65-69"	381	20236	1882.8
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"70-74 years"	"70-74"	427	16361	2609.9
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"75-79 years"	"75-79"	649	14626	4437.3
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"80-84 years"	"80-84"	871	12042	7233.0
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	935	Not Applicable	Not Applicable
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"90-94 years"	"90-94"	645	Not Applicable	Not Applicable
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"95-99 years"	"95-99"	276	Not Applicable	Not Applicable
	"Kansas"	"20"	"Micropolitan (non-metro)"	"5"	"100+ years"	"100+"	67	Not Applicable	Not Applicable
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"< 1 year"	"1"	44	5393	815.9
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"15-19 years"	"15-19"	33	28818	114.5
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"20-24 years"	"20-24"	43	20710	207.6
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"25-29 years"	"25-29"	24	20410	117.6
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"30-34 years"	"30-34"	25	19809	126.2
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"35-39 years"	"35-39"	28	21571	129.8
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"40-44 years"	"40-44"	60	23733	252.8
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"45-49 years"	"45-49"	93	30418	305.7
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"50-54 years"	"50-54"	143	31300	456.9
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"55-59 years"	"55-59"	193	27526	701.2
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"60-64 years "	"60-64"	294	22893	1284.2
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"65-69 years"	"65-69"	340	19664	1729.0
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"70-74 years"	"70-74"	419	17167	2440.7
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"75-79 years"	"75-79"	585	15415	3795.0
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"80-84 years"	"80-84"	834	12700	6566.9
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"85-89 years"	"85-89"	929	Not Applicable	Not Applicable
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"90-94 years"	"90-94"	717	Not Applicable	Not Applicable
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"95-99 years"	"95-99"	373	Not Applicable	Not Applicable
	"Kansas"	"20"	"NonCore (non-metro)"	"6"	"100+ years"	"100+"	96	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Large Central Metro"	"1"	"< 1 year"	"1"	66	10130	651.5
	"Kentucky"	"21"	"Large Central Metro"	"1"	"1-4 years"	"1-4"	16	37970	Unreliable
	"Kentucky"	"21"	"Large Central Metro"	"1"	"15-19 years"	"15-19"	29	47762	60.7
	"Kentucky"	"21"	"Large Central Metro"	"1"	"20-24 years"	"20-24"	45	47032	95.7
	"Kentucky"	"21"	"Large Central Metro"	"1"	"25-29 years"	"25-29"	70	54147	129.3
	"Kentucky"	"21"	"Large Central Metro"	"1"	"30-34 years"	"30-34"	73	47498	153.7
	"Kentucky"	"21"	"Large Central Metro"	"1"	"35-39 years"	"35-39"	95	49762	190.9
	"Kentucky"	"21"	"Large Central Metro"	"1"	"40-44 years"	"40-44"	120	49198	243.9
	"Kentucky"	"21"	"Large Central Metro"	"1"	"45-49 years"	"45-49"	247	56039	440.8
	"Kentucky"	"21"	"Large Central Metro"	"1"	"50-54 years"	"50-54"	347	54966	631.3
	"Kentucky"	"21"	"Large Central Metro"	"1"	"55-59 years"	"55-59"	381	48022	793.4
	"Kentucky"	"21"	"Large Central Metro"	"1"	"60-64 years "	"60-64"	457	37014	1234.7
	"Kentucky"	"21"	"Large Central Metro"	"1"	"65-69 years"	"65-69"	503	27140	1853.4
	"Kentucky"	"21"	"Large Central Metro"	"1"	"70-74 years"	"70-74"	634	21654	2927.9
	"Kentucky"	"21"	"Large Central Metro"	"1"	"75-79 years"	"75-79"	798	19088	4180.6
	"Kentucky"	"21"	"Large Central Metro"	"1"	"80-84 years"	"80-84"	1080	15325	7047.3
	"Kentucky"	"21"	"Large Central Metro"	"1"	"85-89 years"	"85-89"	975	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Large Central Metro"	"1"	"90-94 years"	"90-94"	652	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Large Central Metro"	"1"	"95-99 years"	"95-99"	252	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Large Central Metro"	"1"	"100+ years"	"100+"	58	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"< 1 year"	"1"	57	8588	663.7
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"15-19 years"	"15-19"	31	44154	70.2
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"20-24 years"	"20-24"	25	36350	68.8
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"25-29 years"	"25-29"	24	42468	56.5
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"30-34 years"	"30-34"	44	41087	107.1
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"35-39 years"	"35-39"	70	46677	150.0
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"40-44 years"	"40-44"	110	48876	225.1
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"45-49 years"	"45-49"	178	50979	349.2
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"50-54 years"	"50-54"	242	46732	517.8
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"55-59 years"	"55-59"	294	39501	744.3
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"60-64 years "	"60-64"	362	31571	1146.6
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"65-69 years"	"65-69"	412	23016	1790.1
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"70-74 years"	"70-74"	487	16205	3005.2
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"75-79 years"	"75-79"	565	12385	4562.0
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"80-84 years"	"80-84"	676	9022	7492.8
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	591	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"90-94 years"	"90-94"	411	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"95-99 years"	"95-99"	141	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Large Fringe Metro"	"2"	"100+ years"	"100+"	28	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medium Metro"	"3"	"< 1 year"	"1"	63	9338	674.7
	"Kentucky"	"21"	"Medium Metro"	"3"	"1-4 years"	"1-4"	10	36956	Unreliable
	"Kentucky"	"21"	"Medium Metro"	"3"	"10-14 years"	"10-14"	10	42097	Unreliable
	"Kentucky"	"21"	"Medium Metro"	"3"	"15-19 years"	"15-19"	23	47214	48.7
	"Kentucky"	"21"	"Medium Metro"	"3"	"20-24 years"	"20-24"	43	56845	75.6
	"Kentucky"	"21"	"Medium Metro"	"3"	"25-29 years"	"25-29"	58	51307	113.0
	"Kentucky"	"21"	"Medium Metro"	"3"	"30-34 years"	"30-34"	55	46670	117.8
	"Kentucky"	"21"	"Medium Metro"	"3"	"35-39 years"	"35-39"	75	46902	159.9
	"Kentucky"	"21"	"Medium Metro"	"3"	"40-44 years"	"40-44"	133	45903	289.7
	"Kentucky"	"21"	"Medium Metro"	"3"	"45-49 years"	"45-49"	183	48939	373.9
	"Kentucky"	"21"	"Medium Metro"	"3"	"50-54 years"	"50-54"	273	47266	577.6
	"Kentucky"	"21"	"Medium Metro"	"3"	"55-59 years"	"55-59"	340	41569	817.9
	"Kentucky"	"21"	"Medium Metro"	"3"	"60-64 years "	"60-64"	391	33120	1180.6
	"Kentucky"	"21"	"Medium Metro"	"3"	"65-69 years"	"65-69"	462	25131	1838.4
	"Kentucky"	"21"	"Medium Metro"	"3"	"70-74 years"	"70-74"	525	19223	2731.1
	"Kentucky"	"21"	"Medium Metro"	"3"	"75-79 years"	"75-79"	686	15154	4526.9
	"Kentucky"	"21"	"Medium Metro"	"3"	"80-84 years"	"80-84"	831	11338	7329.3
	"Kentucky"	"21"	"Medium Metro"	"3"	"85-89 years"	"85-89"	832	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medium Metro"	"3"	"90-94 years"	"90-94"	486	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medium Metro"	"3"	"95-99 years"	"95-99"	187	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Medium Metro"	"3"	"100+ years"	"100+"	27	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Small Metro"	"4"	"< 1 year"	"1"	42	5699	737.0
	"Kentucky"	"21"	"Small Metro"	"4"	"15-19 years"	"15-19"	14	31008	Unreliable
	"Kentucky"	"21"	"Small Metro"	"4"	"20-24 years"	"20-24"	27	31766	85.0
	"Kentucky"	"21"	"Small Metro"	"4"	"25-29 years"	"25-29"	25	27832	89.8
	"Kentucky"	"21"	"Small Metro"	"4"	"30-34 years"	"30-34"	24	25254	95.0
	"Kentucky"	"21"	"Small Metro"	"4"	"35-39 years"	"35-39"	45	27329	164.7
	"Kentucky"	"21"	"Small Metro"	"4"	"40-44 years"	"40-44"	76	27977	271.7
	"Kentucky"	"21"	"Small Metro"	"4"	"45-49 years"	"45-49"	120	30845	389.0
	"Kentucky"	"21"	"Small Metro"	"4"	"50-54 years"	"50-54"	165	29011	568.7
	"Kentucky"	"21"	"Small Metro"	"4"	"55-59 years"	"55-59"	202	25015	807.5
	"Kentucky"	"21"	"Small Metro"	"4"	"60-64 years "	"60-64"	271	20927	1295.0
	"Kentucky"	"21"	"Small Metro"	"4"	"65-69 years"	"65-69"	307	16087	1908.4
	"Kentucky"	"21"	"Small Metro"	"4"	"70-74 years"	"70-74"	333	12104	2751.2
	"Kentucky"	"21"	"Small Metro"	"4"	"75-79 years"	"75-79"	424	9649	4394.2
	"Kentucky"	"21"	"Small Metro"	"4"	"80-84 years"	"80-84"	489	6884	7103.4
	"Kentucky"	"21"	"Small Metro"	"4"	"85-89 years"	"85-89"	511	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Small Metro"	"4"	"90-94 years"	"90-94"	289	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Small Metro"	"4"	"95-99 years"	"95-99"	138	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Small Metro"	"4"	"100+ years"	"100+"	29	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"< 1 year"	"1"	87	10924	796.4
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"1-4 years"	"1-4"	14	41686	Unreliable
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"5-9 years"	"5-9"	13	52804	Unreliable
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"10-14 years"	"10-14"	10	54324	Unreliable
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"15-19 years"	"15-19"	26	58766	44.2
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"20-24 years"	"20-24"	50	56417	88.6
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"25-29 years"	"25-29"	72	50941	141.3
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"30-34 years"	"30-34"	89	49700	179.1
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"35-39 years"	"35-39"	107	55141	194.0
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"40-44 years"	"40-44"	166	57599	288.2
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"45-49 years"	"45-49"	304	61334	495.6
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"50-54 years"	"50-54"	391	59974	651.9
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"55-59 years"	"55-59"	485	54958	882.5
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"60-64 years "	"60-64"	648	47302	1369.9
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"65-69 years"	"65-69"	826	37741	2188.6
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"70-74 years"	"70-74"	887	28503	3112.0
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"75-79 years"	"75-79"	1077	21921	4913.1
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"80-84 years"	"80-84"	1279	16212	7889.2
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	1184	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"90-94 years"	"90-94"	758	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"95-99 years"	"95-99"	298	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Micropolitan (non-metro)"	"5"	"100+ years"	"100+"	44	Not Applicable	Not Applicable
	"Kentucky"	"21"	"NonCore (non-metro)"	"6"	"< 1 year"	"1"	87	13422	648.2
	"Kentucky"	"21"	"NonCore (non-metro)"	"6"	"1-4 years"	"1-4"	18	49369	Unreliable
	"Kentucky"	"21"	"NonCore (non-metro)"	"6"	"5-9 years"	"5-9"	16	62351	Unreliable
	"Kentucky"	"21"	"NonCore (non-metro)"	"6"	"10-14 years"	"10-14"	22	65280	33.7
	"Kentucky"	"21"	"NonCore (non-metro)"	"6"	"15-19 years"	"15-19"	58	69538	83.4
	"Kentucky"	"21"	"NonCore (non-metro)"	"6"	"20-24 years"	"20-24"	95	58161	163.3
	"Kentucky"	"21"	"NonCore (non-metro)"	"6"	"25-29 years"	"25-29"	112	61272	182.8
	"Kentucky"	"21"	"NonCore (non-metro)"	"6"	"30-34 years"	"30-34"	143	60753	235.4
	"Kentucky"	"21"	"NonCore (non-metro)"	"6"	"35-39 years"	"35-39"	164	67300	243.7
	"Kentucky"	"21"	"NonCore (non-metro)"	"6"	"40-44 years"	"40-44"	279	71348	391.0
	"Kentucky"	"21"	"NonCore (non-metro)"	"6"	"45-49 years"	"45-49"	415	76588	541.9
	"Kentucky"	"21"	"NonCore (non-metro)"	"6"	"50-54 years"	"50-54"	564	75408	747.9
	"Kentucky"	"21"	"NonCore (non-metro)"	"6"	"55-59 years"	"55-59"	675	69948	965.0
	"Kentucky"	"21"	"NonCore (non-metro)"	"6"	"60-64 years "	"60-64"	894	59694	1497.6
	"Kentucky"	"21"	"NonCore (non-metro)"	"6"	"65-69 years"	"65-69"	1123	47824	2348.2
	"Kentucky"	"21"	"NonCore (non-metro)"	"6"	"70-74 years"	"70-74"	1249	36551	3417.1
	"Kentucky"	"21"	"NonCore (non-metro)"	"6"	"75-79 years"	"75-79"	1409	26804	5256.7
	"Kentucky"	"21"	"NonCore (non-metro)"	"6"	"80-84 years"	"80-84"	1541	19122	8058.8
	"Kentucky"	"21"	"NonCore (non-metro)"	"6"	"85-89 years"	"85-89"	1399	Not Applicable	Not Applicable
	"Kentucky"	"21"	"NonCore (non-metro)"	"6"	"90-94 years"	"90-94"	929	Not Applicable	Not Applicable
	"Kentucky"	"21"	"NonCore (non-metro)"	"6"	"95-99 years"	"95-99"	350	Not Applicable	Not Applicable
	"Kentucky"	"21"	"NonCore (non-metro)"	"6"	"100+ years"	"100+"	58	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Large Central Metro"	"1"	"< 1 year"	"1"	42	4381	958.7
	"Louisiana"	"22"	"Large Central Metro"	"1"	"15-19 years"	"15-19"	52	22279	233.4
	"Louisiana"	"22"	"Large Central Metro"	"1"	"20-24 years"	"20-24"	71	27692	256.4
	"Louisiana"	"22"	"Large Central Metro"	"1"	"25-29 years"	"25-29"	56	24663	227.1
	"Louisiana"	"22"	"Large Central Metro"	"1"	"30-34 years"	"30-34"	44	19528	225.3
	"Louisiana"	"22"	"Large Central Metro"	"1"	"35-39 years"	"35-39"	65	18927	343.4
	"Louisiana"	"22"	"Large Central Metro"	"1"	"40-44 years"	"40-44"	81	20281	399.4
	"Louisiana"	"22"	"Large Central Metro"	"1"	"45-49 years"	"45-49"	128	22238	575.6
	"Louisiana"	"22"	"Large Central Metro"	"1"	"50-54 years"	"50-54"	186	23078	806.0
	"Louisiana"	"22"	"Large Central Metro"	"1"	"55-59 years"	"55-59"	218	20209	1078.7
	"Louisiana"	"22"	"Large Central Metro"	"1"	"60-64 years "	"60-64"	201	15175	1324.5
	"Louisiana"	"22"	"Large Central Metro"	"1"	"65-69 years"	"65-69"	199	10505	1894.3
	"Louisiana"	"22"	"Large Central Metro"	"1"	"70-74 years"	"70-74"	261	7826	3335.0
	"Louisiana"	"22"	"Large Central Metro"	"1"	"75-79 years"	"75-79"	244	6061	4025.7
	"Louisiana"	"22"	"Large Central Metro"	"1"	"80-84 years"	"80-84"	316	4717	6699.2
	"Louisiana"	"22"	"Large Central Metro"	"1"	"85-89 years"	"85-89"	307	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Large Central Metro"	"1"	"90-94 years"	"90-94"	180	Not Applicable	Not Applicable
