"eis","SCC","County","FIPS","Name","NAICS","State","Lat","Long","NH3","NOx","PM25","SO2","VOC","eff_height","ap3.assignment","easiur.assignment"
12905211,30500205,"Multiple (portable facilities)",8777,"OLDCASTLE SW GROUP DBA UNITED CO OF MESA",324121,"CO",NA,NA,0,3.77202,0.1960865,9.43005,1.57168,0,"Low","Area"
12905311,30502001,"Multiple (portable facilities)",8777,"SILT SAND & GRAVEL-PORT JAW CRUSHER",212321,"CO",NA,NA,0,0,0.152196,0,0,NA,NA,NA
12905411,20200102,"Multiple (portable facilities)",8777,"Skanska USA Civil West - Asphalt Plant",324121,"CO",NA,NA,0,24.325111,2.041621,9.259961,11.30026,0,"Low","Area"
12905511,30501101,"Multiple (portable facilities)",8777,"CENTRAL READY MIX, LLC",327320,"CO",NA,NA,0,0,0.28872,0,0,0,"Low","Area"
12905611,30502002,"Multiple (portable facilities)",8777,"CARDER INC (SIMPLICITY HS140D SCREEN)",212321,"CO",NA,NA,0,0,0.124774,0,0,0,"Low","Area"
12905711,30502512,"Multiple (portable facilities)",8777,"CARDER INC (SIMPLICITY HS140D SCREEN)",212321,"CO",NA,NA,0,0,0.189925,0,0,NA,NA,NA
12905811,30502001,"Multiple (portable facilities)",8777,"CARDER INC (NORDBERG 6X20 SCREEN)",212321,"CO",NA,NA,0,0,0.00291,0,0,NA,NA,NA
12906111,30502511,"Multiple (portable facilities)",8777,"AGGREGATE INDUSTRIES - WCR, INC.",212321,"CO",NA,NA,0,0,0.074118,0,0,NA,NA,NA
12906211,30502510,"Multiple (portable facilities)",8777,"AGGREGATE INDUSTRIES - WCR, INC.",212321,"CO",NA,NA,0,0,0.068471,0,0,NA,NA,NA
12906711,30502510,"Multiple (portable facilities)",8777,"ASPHALT CONSTRUCTORS INC. (EL JAY CONE)",324121,"CO",NA,NA,0,0,0.128879,0,0,NA,NA,NA
12906811,30502099,"Multiple (portable facilities)",8777,"GOULD CONSTRUCTION INC.",212321,"CO",NA,NA,0,0,0.016151,0,0,0,"Low","Area"
12906911,30502510,"Multiple (portable facilities)",8777,"DUCKELS CONST INC. DBA YAMPA AGGREGATES",212321,"CO",NA,NA,0,0,0.002541,0,0,NA,NA,NA
12907011,30502510,"Multiple (portable facilities)",8777,"DUCKELS CONST INC. DBA YAMPA AGGREGATES",212321,"CO",NA,NA,0,0,0.020339,0,0,NA,NA,NA
12907111,30502511,"Multiple (portable facilities)",8777,"DUCKELS CONST INC. DBA YAMPA AGGREGATES",212321,"CO",NA,NA,0,0,0.012353,0,0,NA,NA,NA
12907211,20100102,"Multiple (portable facilities)",8777,"DUCKELS CONST INC DBA YAMPA AGGREGATES",212321,"CO",NA,NA,0,18.76,1.28,1.248,1.284,NA,NA,NA
12907311,30502501,"Multiple (portable facilities)",8777,"ACA PRODUCTS INC. (PORTEC 153-PRVE)",212321,"CO",NA,NA,0,0,0.085285,0,0,NA,NA,NA
12907411,30502501,"Multiple (portable facilities)",8777,"ACA PRODUCTS INC (CEDARAPIDS CSC45II CR)",212321,"CO",NA,NA,0,0,0.108824,0,0,NA,NA,NA
12907511,20100102,"Multiple (portable facilities)",8777,"ACA PRODUCTS INC. (CAT 8N5806 GENSET)",212321,"CO",NA,NA,0,8.3296,0.2603,2.6423,0.21318,NA,NA,NA
12907611,20100107,"Multiple (portable facilities)",8777,"CONNELL RESOURCES (CAT 3306 DIESEL GEN)",212321,"CO",NA,NA,0,0.073688,0.001339,0.00675,0.932625,NA,NA,NA
12907811,20200401,"Multiple (portable facilities)",8777,"DELTA COUNTY - (CUMMINS DFLC GENSET)",212321,"CO",NA,NA,0,13.6255,0.407011,0.215043,0.6126,NA,NA,NA
12907911,50300102,"Multiple (portable facilities)",8777,"DOUGLAS COUNTY SHERIFFS OFFICE - CRIME",922190,"CO",NA,NA,0,6e-04,0.001109,0.00075,0.0045,NA,NA,NA
12908011,30502510,"Multiple (portable facilities)",8777,"DELTA COUNTY - CEDARAPIDS JAW CRUSHER",212321,"CO",NA,NA,0,0,0.058713,0,0,NA,NA,NA
12908111,30502510,"Multiple (portable facilities)",8777,"DELTA COUNTY - CEDARAPIDS CRUSHER",212321,"CO",NA,NA,0,0,0.025063,0,0,NA,NA,NA
12908211,30502511,"Multiple (portable facilities)",8777,"DELTA COUNTY - CEDARAPIDS SCREEN",212321,"CO",NA,NA,0,0,0.012193,0,0,NA,NA,NA
12908311,30502511,"Multiple (portable facilities)",8777,"DELTA COUNTY - CEDARAPIDS SCREEN",212321,"CO",NA,NA,0,0,0.02713,0,0,NA,NA,NA
12908411,20200202,"Multiple (portable facilities)",8777,"CONNELL RESOURCES INC.",237310,"CO",NA,NA,0,7.4,0.11,0.0066,0,NA,NA,NA
12908611,20200102,"Multiple (portable facilities)",8777,"CHEMICAL LIME COMPANY",444190,"CO",NA,NA,0,1.90001,0.180005,0.080005,1.50006,0,"Low","Area"
12908711,40299998,"Multiple (portable facilities)",8777,"COBLACO SERVICES, INC.",332812,"CO",NA,NA,0,0,1.398514,0,9.0933,NA,NA,NA
12908811,20200401,"Multiple (portable facilities)",8777,"OLDCASTLE DBA B&B EXCAVATING",212321,"CO",NA,NA,0,42.7392,4.142037,0.68688,4.8654,NA,NA,NA
12908911,20200102,"Multiple (portable facilities)",8777,"ACA PRODUCTS, INC. - PORT. GENSET",212321,"CO",NA,NA,0,3.02,0.470294,0.2,0.25,NA,NA,NA
12909011,30502501,"Multiple (portable facilities)",8777,"LAFARGE WEST, INC.",212321,"CO",NA,NA,0,0,0.025681,0,0,NA,NA,NA
12909711,20200401,"Multiple (portable facilities)",8777,"C & J GRAVEL PRODUCTS (DETROIT GENSET)",212321,"CO",NA,NA,0,0.81,0.554412,0.54,0.066,NA,NA,NA
12909811,20200102,"Multiple (portable facilities)",8777,"OLDCASTLE SW GROUP INC. DBA FOUR CORNERS",212321,"CO",NA,NA,0,16.6704,1.173,1.09572,0,0,"Low","Area"
12909911,30500208,"Multiple (portable facilities)",8777,"OLDCASTLE SW GROUP DBA UNITED COMPANIES",324121,"CO",NA,NA,0,6.569961,0.395963,0.761253,0.895901,0,"Low","Area"
12910011,30501101,"Multiple (portable facilities)",8777,"CENTRAL READY MIX, LLC",327320,"CO",NA,NA,0,0,0.012684,0,0,0,"Low","Area"
12910111,30502002,"Multiple (portable facilities)",8777,"COLORADO LIEN CO. DIV OF PETE LIEN & SON",212312,"CO",NA,NA,0,0,0.00525,0,0,NA,NA,NA
12910211,30502002,"Multiple (portable facilities)",8777,"COLORADO LIEN, DIV. OF PETE LIEN & SONS",212312,"CO",NA,NA,0,0,0.00525,0,0,NA,NA,NA
12910311,30501101,"Multiple (portable facilities)",8777,"SANDCO INC (CEMCO CONCRETE PLANT)",327320,"CO",NA,NA,0,0,0.010395,0,0,0,"Low","Area"
12910411,30502510,"Multiple (portable facilities)",8777,"OTERO COUNTY",212321,"CO",NA,NA,0,0,0.028301,0,0,NA,NA,NA
12910911,30502511,"Multiple (portable facilities)",8777,"GENERAL OPERATING CO (KOLBERG 271B SCR)",212321,"CO",NA,NA,0,0,0.008824,0,0,0,"Low","Area"
12911011,30500258,"Multiple (portable facilities)",8777,"SKANSKA USA - HMA PLANT",324121,"CO",NA,NA,0,2.325,0.231241,1.736,1.488,0,"Low","Area"
12911211,20100202,"Multiple (portable facilities)",8777,"MARALEX RESOURCES, INC.",21111,"CO",NA,NA,0,14.44,0.002616,0.001733,0.26,0,"Low","Area"
12911311,30502015,"Multiple (portable facilities)",8777,"COLORADO LIEN - MESABI SCRN 48-9BG-267",212312,"CO",NA,NA,0,0,0.007859,0,0,NA,NA,NA
12911411,20200401,"Multiple (portable facilities)",8777,"AGGREGATE INDUSTRIES - WCR, INC.",444190,"CO",NA,NA,0,9.46487,0.098943,1.91648,0.137995,0,"Low","Area"
12911911,30502511,"Multiple (portable facilities)",8777,"M A CONCRETE - CEDARAPIDS CRUSHER/SCRN",212321,"CO",NA,NA,0,0,0.012613,0,0,NA,NA,NA
12912111,20100102,"Multiple (portable facilities)",8777,"GRAND GRAVEL",212321,"CO",NA,NA,0,0.362105,0.034806,0.023812,0.02956,0,"Low","Area"
12912711,50200103,"Multiple (portable facilities)",8777,"LONGMONT POLICE DEPT. (PORT INCINERATOR)",922120,"CO",NA,NA,0,0.00125,0.000111,0.00019,0,0,"Low","Area"
12913011,30502510,"Multiple (portable facilities)",8777,"PIONEER SAND CO - POWER SCRN/SHREDDER",212321,"CO",NA,NA,0,0,0.001853,0,0,0,"Low","Area"
12913111,30502002,"Multiple (portable facilities)",8777,"PIONEER SAND CO - CEC SCREEN",212321,"CO",NA,NA,0,0,0.001313,0,0,NA,NA,NA
12913311,20200102,"Multiple (portable facilities)",8777,"VALCO - CAT GEN SN 42R00693",327320,"CO",NA,NA,0,13.69,0.96,0.9,1.12,NA,NA,NA
12913511,30502001,"Multiple (portable facilities)",8777,"ALBERT FREI & SONS INC (NORBERG 160C)",212321,"CO",NA,NA,0,0,0.06984,0,0,NA,NA,NA
12914111,30502510,"Multiple (portable facilities)",8777,"LAFARGE WEST, INC.",212321,"CO",NA,NA,0,0,0.049706,0,0,NA,NA,NA
12914411,30502001,"Multiple (portable facilities)",8777,"WESTERN SLOPE MTRLS DBA SILT SAND & GRAV",212321,"CO",NA,NA,0,0,0.160998,0,0,0,"Low","Area"
12914511,30502002,"Multiple (portable facilities)",8777,"WEST END GRAVEL COMPANY (SIMPLICITY SCRN",212321,"CO",NA,NA,0,0,0.00735,0,0,NA,NA,NA
12914611,20200401,"Multiple (portable facilities)",8777,"WEST END GRAVEL CO. (CAT 3406B GENSET)",212321,"CO",NA,NA,0,12.9472,0.869978,0.851396,1.05692,NA,NA,NA
12914711,20200102,"Multiple (portable facilities)",8777,"MJR COMPANY (CAT 250 GENSET)",212321,"CO",NA,NA,0,3.28633,0.231012,0.216108,0.268272,NA,NA,NA
12914911,30502002,"Multiple (portable facilities)",8777,"LAFARGE WEST, INC.",212321,"CO",NA,NA,0,0,0.003738,0,0,0,"Low","Area"
12915211,30502511,"Multiple (portable facilities)",8777,"PETE LIEN & SONS, INC. DBA COLORADO LIEN",212312,"CO",NA,NA,0,0,0.014706,0,0,0,"Low","Area"
12915311,30500257,"Multiple (portable facilities)",8777,"ELAM CONSTRUCTION (H-955 ASPHALT PLANT)",324121,"CO",NA,NA,0,8.25,0.75586,8.4,5.58,0,"Low","Area"
12915411,30502002,"Multiple (portable facilities)",8777,"ASPHALT PAVING CO. - SIMPLICITY SCREEN",212321,"CO",NA,NA,0,0,0.004375,0,0,NA,NA,NA
12915511,20200102,"Multiple (portable facilities)",8777,"BLACK CANYON AGGREGATE, INC.",212321,"CO",NA,NA,0,5.48,0.241765,0.17,0.14,NA,NA,NA
12915611,30502002,"Multiple (portable facilities)",8777,"ASPHALT PAVING CO",324121,"CO",NA,NA,0,0,0.007,0,0,NA,NA,NA
12915911,30502002,"Multiple (portable facilities)",8777,"LG EVERIST, INC.",212321,"CO",NA,NA,0,0,0.00505,0,0,NA,NA,NA
12916011,30502002,"Multiple (portable facilities)",8777,"LAFARGE WEST, INC.",212321,"CO",NA,NA,0,0,0.020125,0,0,NA,NA,NA
12916211,30502002,"Multiple (portable facilities)",8777,"DUCKELS CONSTRUCTION DBA YAMPA AGGREGATE",212321,"CO",NA,NA,0,0,0.002975,0,0,NA,NA,NA
12916311,20200102,"Multiple (portable facilities)",8777,"ASPHALT PAVING COMPANY",212321,"CO",NA,NA,0,10.58,0.75464,0.7,0.86,0,"Low","Area"
12916411,39999999,"Multiple (portable facilities)",8777,"MONTE VISTA COOPERATIVE",325311,"CO",NA,NA,0,0,0.011601,0,0,NA,NA,NA
12916511,30502002,"Multiple (portable facilities)",8777,"AGGREGATE INDUSTRIES - WCR, INC.",212321,"CO",NA,NA,0,0,0.007,0,0,NA,NA,NA
12916611,30502002,"Multiple (portable facilities)",8777,"LAFARGE WEST, INC.",212321,"CO",NA,NA,0,0,0.020139,0,0,NA,NA,NA
12916711,30502002,"Multiple (portable facilities)",8777,"CAMAS COLORADO DBA AGGREGATE INDUSTRIES",212321,"CO",NA,NA,0,0,0.01575,0,0,0,"Low","Area"
12916811,20100102,"Multiple (portable facilities)",8777,"CONNELL RESOURCES INC.",212321,"CO",NA,NA,0,8.1,0.6333,0.53,0.66,NA,NA,NA
12917411,20200102,"Multiple (portable facilities)",8777,"ROCKY MOUNTAIN PREMIX",212321,"CO",NA,NA,0,7.89,0.25,0.12,0.22,0,"Low","Area"
12917511,20200101,"Multiple (portable facilities)",8777,"ROCKY MOUNTAIN MATERIALS & ASPHALT INC",212321,"CO",NA,NA,0,7.67,0.225,7.67,0.22,0,"Low","Area"
12917611,20200102,"Multiple (portable facilities)",8777,"ROCKY MOUNTAIN MATERIALS & ASPHALT INC",212321,"CO",NA,NA,0,3.63,0.25,0.24,0.3,0,"Low","Area"
12917911,30502002,"Multiple (portable facilities)",8777,"ELAM CONSTRUCTION, INC. X-670",212321,"CO",NA,NA,0,0,0.051207,0,0,NA,NA,NA
12918011,30502001,"Multiple (portable facilities)",8777,"AMES CONSTRUCTION, INC.",212321,"CO",NA,NA,0,0,0.02928,0,0,NA,NA,NA
12918111,30502002,"Multiple (portable facilities)",8777,"AMES CONSTRUCTION, INC.",212321,"CO",NA,NA,0,0,0.020333,0,0,NA,NA,NA
12918211,30502002,"Multiple (portable facilities)",8777,"AMES CONSTRUCTION, INC.",212321,"CO",NA,NA,0,0,0.0175,0,0,NA,NA,NA
12918311,30500201,"Multiple (portable facilities)",8777,"A & S CONSTRUCTION CO.",212321,"CO",NA,NA,0,6.875,0.2398338,7.25,4,0,"Low","Area"
12918811,30500201,"Multiple (portable facilities)",8777,"PREMIER PAVING INC.",324121,"CO",NA,NA,0,23.38,2.076347,24.65,17.25,NA,NA,NA
12918911,20200252,"Multiple (portable facilities)",8777,"BITTER CREEK PIPELINES, LLC",48621,"CO",NA,NA,0,0.107749,0.000155,0.000103,0.03219,NA,NA,NA
12919011,30502001,"Multiple (portable facilities)",8777,"GARY RINDERLE CONSTRUCTION, INC.",212321,"CO",NA,NA,0,0,0.002744,0,0,NA,NA,NA
12919211,30502002,"Multiple (portable facilities)",8777,"ALBERT FREI & SONS INC",212321,"CO",NA,NA,0,0,0.048125,0,0,NA,NA,NA
12919311,30502002,"Multiple (portable facilities)",8777,"ALBERT FREI & SONS INC",212321,"CO",NA,NA,0,0,0.02184,0,0,NA,NA,NA
12919411,20200401,"Multiple (portable facilities)",8777,"OLDCASTLE SW GROUP - CRUSHER PLANT CR5",212321,"CO",NA,NA,0,46.8905,1.443253,7.40109,12.45726,NA,NA,NA
12919511,20200102,"Multiple (portable facilities)",8777,"OLDCASTLE SW GROUP, INC. - PLANT CR6",212321,"CO",NA,NA,0,38.36,1.250091,0.61,1.48,0,"Low","Area"
12919611,20200201,"Multiple (portable facilities)",8777,"OLDCASTLE SW GROUP - SCREEN PLANT KP3",212321,"CO",NA,NA,0,44,1.69573,1.24001,1.70003,0,"Low","Area"
12919711,30502002,"Multiple (portable facilities)",8777,"ASPHALT PAVING CO",212321,"CO",NA,NA,0,0,0.00175,0,0,NA,NA,NA
12919811,20100102,"Multiple (portable facilities)",8777,"WELD COUNTY PUBLIC WORKS",212321,"CO",NA,NA,0,3.21,0.526471,0.04,0.27,NA,NA,NA
12919911,30501101,"Multiple (portable facilities)",8777,"DIVIDE CONSTRUCTORS, INC.",238110,"CO",NA,NA,0,0,0.169706,0,0,NA,NA,NA
12920111,30502511,"Multiple (portable facilities)",8777,"AGGREGATE INDUSTRIES - WCR, INC.",212321,"CO",NA,NA,0,0,0.086471,0,0,NA,NA,NA
12920311,30502002,"Multiple (portable facilities)",8777,"A & S CONSTRUCTION CO",212321,"CO",NA,NA,0,0,0.00875,0,0,NA,NA,NA
12920411,30502002,"Multiple (portable facilities)",8777,"A & S CONSTRUCTION CO",212321,"CO",NA,NA,0,0,0.00875,0,0,NA,NA,NA
12920611,30502002,"Multiple (portable facilities)",8777,"ACA PRODUCTS INC.-PORTABLE CONE CRUSHER",212321,"CO",NA,NA,0,0,0.01857,0,0,NA,NA,NA
12920711,30502002,"Multiple (portable facilities)",8777,"PETE LIEN & SONS",212321,"CO",NA,NA,0,0,0.003937,0,0,NA,NA,NA
12921011,20100102,"Multiple (portable facilities)",8777,"PAGOSA VALLEY GRAVEL PRODUCTS",212321,"CO",NA,NA,0,4.26,1.046422,0.28,0.35,0,"Low","Area"
12921111,20200401,"Multiple (portable facilities)",8777,"ASPHALT CONSTRUCTORS INC",212321,"CO",NA,NA,0,3.08347,0.208454,0.036515,0.253575,NA,NA,NA
12921211,20400401,"Multiple (portable facilities)",8777,"ASPHALT CONSTRUCTORS INC",212321,"CO",NA,NA,0,5.40115,0.379673,0.355178,1.16351,NA,NA,NA
12921311,20200401,"Multiple (portable facilities)",8777,"ASPHALT CONSTRUCTORS INC",212321,"CO",NA,NA,0,5.396,0.364789,0.0639,0.44375,NA,NA,NA
12921511,30502511,"Multiple (portable facilities)",8777,"MATHIAS CONCRETE INC",327320,"CO",NA,NA,0,0,0.001038,0,0,NA,NA,NA
12921611,30502510,"Multiple (portable facilities)",8777,"RECYCLED AGGREGATE PROD - PORT CRUSHER",212321,"CO",NA,NA,0,0,0.182353,0,0,NA,NA,NA
12922011,30502002,"Multiple (portable facilities)",8777,"WILLIAMS CONSTRUCTION",212321,"CO",NA,NA,0,0,0.008438,0,0,NA,NA,NA
12922111,20100102,"Multiple (portable facilities)",8777,"WILLIAMS CONSTRUCTION",212321,"CO",NA,NA,0,11.85,0.665,0.649,0.668,0,"Low","Area"
12922211,30502002,"Multiple (portable facilities)",8777,"A & S CONSTRUCTION CO",212321,"CO",NA,NA,0,0,0.04425,0,0,NA,NA,NA
12922911,20200401,"Multiple (portable facilities)",8777,"PIONEER SAND CO INC",212321,"CO",NA,NA,0,5.225,0.010067,0,0.000494,0,"Low","Area"
12923011,50200505,"Multiple (portable facilities)",8777,"COLORADO DIVISION OF WILDLIFE (DOW)",812210,"CO",NA,NA,0,0.356,0.190703,0.217,0.0102,NA,NA,NA
12923211,30502002,"Multiple (portable facilities)",8777,"LEONE SAND AND GRAVEL",212321,"CO",NA,NA,0,0,0.019912,0,0,NA,NA,NA
12923311,30502002,"Multiple (portable facilities)",8777,"LEONE SAND AND GRAVEL",212321,"CO",NA,NA,0,0,0.002357,0,0,NA,NA,NA
12923411,20200102,"Multiple (portable facilities)",8777,"AGGREGATE INDUSTRIES - WCR, INC.",212321,"CO",NA,NA,0,22.08,0.69,3.4845,0.5651,0,"Low","Area"
12923711,30502001,"Multiple (portable facilities)",8777,"LOVELAND READY MIX CONCRETE INC",212321,"CO",NA,NA,0,0,0.0936,0,0,NA,NA,NA
12924111,30502001,"Multiple (portable facilities)",8777,"ASPHALT PAVING CO",212321,"CO",NA,NA,0,0,0.046385,0,0,NA,NA,NA
12924311,30502002,"Multiple (portable facilities)",8777,"COLORADO CRUSHING, INC.",212321,"CO",NA,NA,0,0,0.029862,0,0,NA,NA,NA
12924411,20200102,"Multiple (portable facilities)",8777,"COLORADO CRUSHING, INC.",212321,"CO",NA,NA,0,8.23,2.92,0.72025,0,NA,NA,NA
12924611,20100102,"Multiple (portable facilities)",8777,"WEBER SAND & GRAVEL",212321,"CO",NA,NA,0,1.02078,0.074905,0.067328,0.082531,NA,NA,NA
12924711,20100102,"Multiple (portable facilities)",8777,"WEBER SAND & GRAVEL",212321,"CO",NA,NA,0,1.7,0.334289,0.31,0.38,NA,NA,NA
12924911,20100102,"Multiple (portable facilities)",8777,"MOORES MINING, LLC- CRUSHER",212321,"CO",NA,NA,0,0.155,0.009563,0.0078,0.008025,NA,NA,NA
12925011,30502001,"Multiple (portable facilities)",8777,"COLORADO LIEN CO., DIV. OF PETE LIEN & S",212321,"CO",NA,NA,0,0,0.014192,0,0,NA,NA,NA
12925111,20200102,"Multiple (portable facilities)",8777,"VARRA COMPANIES INC",212321,"CO",NA,NA,0,5.34,0.001421,0.25,0.44,NA,NA,NA
12925211,20200401,"Multiple (portable facilities)",8777,"VARRA COMPANIES INC",212321,"CO",NA,NA,0,10.3,0.771127,0.68,0.83,NA,NA,NA
12925511,30502001,"Multiple (portable facilities)",8777,"CONNELL RESOURCES",212321,"CO",NA,NA,0,0,0.0936,0,0,NA,NA,NA
12925611,20200401,"Multiple (portable facilities)",8777,"CONNELL RESOURCES",212321,"CO",NA,NA,0,0.0352,0.483676,1.65,0.143,NA,NA,NA
12925911,30502002,"Multiple (portable facilities)",8777,"ASPHALT CONSTRUCTORS INC",212321,"CO",NA,NA,0,0,0.009567,0,0,NA,NA,NA
12926011,20100102,"Multiple (portable facilities)",8777,"COULSON EXCAVATING CO INC",212321,"CO",NA,NA,0,5.5,0.55,0.14,0.11,0,"Low","Area"
12926211,20100102,"Multiple (portable facilities)",8777,"CONNELL RESOURCES",212321,"CO",NA,NA,0,14,0.44,1.77031,0.44,0,"Low","Area"
12926411,30500205,"Multiple (portable facilities)",8777,"APC SOUTHERN CONSTRUCTON-HMA PLANT",212321,"CO",NA,NA,0,11,1.120308,11.6,6.4,0,"Low","Area"
12926911,20200253,"Multiple (portable facilities)",8777,"ANADARKO E&P COMPANY - MPU 44-25",21111,"CO",NA,NA,0,3.7,0.0163,0.000978,0.05,NA,NA,NA
12927011,20200253,"Multiple (portable facilities)",8777,"CITATION O & G",21111,"CO",NA,NA,0,3.7,0.0163,0.000978,0.05,NA,NA,NA
12927411,20200102,"Multiple (portable facilities)",8777,"OXFORD RECYCLING INC",423930,"CO",NA,NA,0,4.84,7.14,0,0,NA,NA,NA
12927711,20100102,"Multiple (portable facilities)",8777,"ETC CANYON PIPELINE, LLC",21111,"CO",NA,NA,0,12.5,1.8,0.210001,2.90003,0,"Low","Area"
12927811,30501101,"Multiple (portable facilities)",8777,"DIVIDE CONSTRUCTORS, INC.",238110,"CO",NA,NA,0,0,0.491176,0,0,NA,NA,NA
12927911,20200102,"Multiple (portable facilities)",8777,"A1 ORGANICS",423930,"CO",NA,NA,0,8.0412,0.932229,0.1668,0.2646,NA,NA,NA
12928011,30502002,"Multiple (portable facilities)",8777,"COLORADO LIEN CO. DIVISION OF PETE LIEN",212321,"CO",NA,NA,0,0,0.003154,0,0,NA,NA,NA
12928111,20200253,"Multiple (portable facilities)",8777,"ANADARKO E&P COMPANY LP",21111,"CO",NA,NA,0,3.7,0.0163,0.000978,0.05,NA,NA,NA
12928211,20200202,"Multiple (portable facilities)",8777,"CITATION OIL - ARAPAHOE UNIT #167",21111,"CO",NA,NA,0,3.7,0.0163,0.000978,0.05,NA,NA,NA
12928511,20100102,"Multiple (portable facilities)",8777,"AGGREGATE INDUSTRIES - WCR, INC.",212321,"CO",NA,NA,0,21.91,0.431756,3.46,0.67815,NA,NA,NA
12928611,30502002,"Multiple (portable facilities)",8777,"AGGREGATE INDUSTRIES - WEST CENTRAL REGI",212321,"CO",NA,NA,0,0,0.013125,0,0,NA,NA,NA
12928811,30502002,"Multiple (portable facilities)",8777,"ACA PRODUCTS, INC.",212321,"CO",NA,NA,0,0,0.000833,0,0,0,"Low","Area"
12928911,20200102,"Multiple (portable facilities)",8777,"ACA PRODUCTS, INC.",212321,"CO",NA,NA,0,4.65211,0.327019,0.305921,1.00947,0,"Low","Area"
12929011,30502002,"Multiple (portable facilities)",8777,"ACA PRODUCTS, INC.",212321,"CO",NA,NA,0,0,0.000246,0,0,NA,NA,NA
12929111,30502001,"Multiple (portable facilities)",8777,"M.A. CONCRETE CONSTRUCTION, INC.",212321,"CO",NA,NA,0,0,0.002631,0,0,NA,NA,NA
12929211,30502002,"Multiple (portable facilities)",8777,"WEST END GRAVEL CO., INC.",212321,"CO",NA,NA,0,0,0.003492,0,0,NA,NA,NA
12929611,30502002,"Multiple (portable facilities)",8777,"AGGREGATE INDUSTRIES - WCR, INC.",212321,"CO",NA,NA,0,0,0.00525,0,0,NA,NA,NA
12929711,30501199,"Multiple (portable facilities)",8777,"HDM CONSTRUCTION ENTERPRISES INC./DBA HD",327320,"CO",NA,NA,0,0,0.628441,0,0,NA,NA,NA
12929811,30502002,"Multiple (portable facilities)",8777,"ALPINE ROCK CO. - KOHLBERG 71-1D366",212321,"CO",NA,NA,0,0,0.00525,0,0,NA,NA,NA
12930011,30502002,"Multiple (portable facilities)",8777,"ASPHALT PAVING CO. - SIMPLICITY SCREEN",212321,"CO",NA,NA,0,0,0.007,0,0,0,"Low","Area"
12930211,30502001,"Multiple (portable facilities)",8777,"LAFARGE - CRUSHER #4290006",212321,"CO",NA,NA,0,0,0.005599,0,0,NA,NA,NA
12930711,30502001,"Multiple (portable facilities)",8777,"HALL-IRWIN CORPORATION",212321,"CO",NA,NA,0,0,0.010195,0,0,NA,NA,NA
12930911,30501199,"Multiple (portable facilities)",8777,"VARRA COMPANIES, INC.",327320,"CO",NA,NA,0,0,0.532353,0,0,NA,NA,NA
12931411,30502002,"Multiple (portable facilities)",8777,"A&S CONSTRUCTION CO. - CRUSHER #2",212321,"CO",NA,NA,0,0,0.019574,0,0,NA,NA,NA
12931611,30502002,"Multiple (portable facilities)",8777,"A&S CONSTRUCTION CO. - CRUSHER #3",212321,"CO",NA,NA,0,0,0.02039,0,0,0,"Low","Area"
12931711,20200401,"Multiple (portable facilities)",8777,"A&S CONSTRUCTION COMPANY",212321,"CO",NA,NA,0,4.8576,0.145103,0.076659,1.2903,NA,NA,NA
12932011,30502001,"Multiple (portable facilities)",8777,"LG EVERIST, INC.-EL JAY 54 inch CONE CRUSHER",212321,"CO",NA,NA,0,0,0.01788,0,0,NA,NA,NA
12932111,30502002,"Multiple (portable facilities)",8777,"LG EVERIST - BHM-3820",212321,"CO",NA,NA,0,0,0.01625,0,0,NA,NA,NA
12932211,30502002,"Multiple (portable facilities)",8777,"LG EVERIST INC. - BHMP3616",212321,"CO",NA,NA,0,0,0.014,0,0,NA,NA,NA
12932411,20200202,"Multiple (portable facilities)",8777,"BITTER CREEK PIPELINES, LLC",21111,"CO",NA,NA,0,4.85,0.29885,0.017931,7.49,NA,NA,NA
12932511,30502001,"Multiple (portable facilities)",8777,"CAT CONSTRUCTION COMPANY",212321,"CO",NA,NA,0,0,0.008156,0,0,NA,NA,NA
12932711,30502002,"Multiple (portable facilities)",8777,"L.G. Everist - SCREEN",212321,"CO",NA,NA,0,0,0.014579,0,0,0,"Low","Area"
12932811,30502002,"Multiple (portable facilities)",8777,"COMMERCIAL ROCK PRODUCTS, INC",212321,"CO",NA,NA,0,0,0.006934,0,0,NA,NA,NA
12932911,30502002,"Multiple (portable facilities)",8777,"COMMERCIAL ROCK PRODUCTS, INC",212321,"CO",NA,NA,0,0,0.001682,0,0,NA,NA,NA
12933011,30502002,"Multiple (portable facilities)",8777,"COMMERCIAL ROCK PRODUCTS, INC",212321,"CO",NA,NA,0,0,0.006934,0,0,NA,NA,NA
12933111,30502002,"Multiple (portable facilities)",8777,"LAFARGE WEST, INC.",212321,"CO",NA,NA,0,0,0.00875,0,0,NA,NA,NA
12933311,30501101,"Multiple (portable facilities)",8777,"CENTRAL READY MIX, LLC",327320,"CO",NA,NA,0,0,0.672942,0,0,NA,NA,NA
12933911,30502002,"Multiple (portable facilities)",8777,"LAFARGE WEST, INC.",212321,"CO",NA,NA,0,0,0.001108,0,0,NA,NA,NA
12934211,30502002,"Multiple (portable facilities)",8777,"LAFARGE WEST, INC.",444190,"CO",NA,NA,0,0,0.00525,0,0,NA,NA,NA
12934311,30502002,"Multiple (portable facilities)",8777,"WESTERN MOBILE INC.",444190,"CO",NA,NA,0,0,0.00525,0,0,NA,NA,NA
12934511,30502002,"Multiple (portable facilities)",8777,"AGGREGATE INDUSTRIES - WCR, INC.",212321,"CO",NA,NA,0,0,0.0021,0,0,NA,NA,NA
